1.003055e+04	
1.791720e+26	-7.109847e-02	8.401260e+00	5.192063e-01	2.990405e-02	-2.987489e+00	-1.041588e-01	-5.961038e+00	1.081616e+02	3.242760e+00	
8.958600e+25	2.096287e-02	8.812992e+00	4.823937e-01	5.743814e-02	1.495497e-01	-2.888863e+00	-2.158208e-01	1.162095e+02	2.890427e+00	
1.434971e+04	
8.958600e+25	-3.979279e-02	4.359917e+00	6.128812e-01	3.776238e-02	-1.244999e-01	1.669134e-02	3.018032e+00	4.043652e+01	-3.146378e+00	
8.958600e+25	-3.887378e-02	5.027778e+00	3.989693e-01	3.613975e-02	3.041501e+00	3.101168e+00	3.060627e+00	5.007495e+01	-3.113686e+00	
1.436798e+04	
8.958600e+25	3.129881e-01	7.290114e+00	4.808371e-01	4.963772e-02	-1.295831e+00	-3.097807e+00	-1.558279e+00	8.742948e+01	3.018576e+00	
8.958600e+25	2.878309e-01	7.099370e+00	5.188063e-01	6.183697e-02	1.703130e+00	-4.010512e-02	-1.199758e+00	8.402067e+01	-3.037867e+00	
1.918324e+04	
1.791720e+26	-1.408701e-01	8.736488e+00	4.825748e-01	5.202761e-02	-6.971457e-01	-1.809821e-01	-3.530860e+00	1.146995e+02	-2.944456e+00	
1.791720e+26	-2.107977e-01	8.451100e+00	5.278297e-01	5.688711e-02	2.475307e+00	-2.993051e+00	2.179468e+00	1.091255e+02	2.978300e+00	
2.211103e+04	
8.958600e+25	-1.812762e-01	8.155826e+00	6.332601e-01	1.254470e-01	-9.578091e-01	-5.656911e-02	-3.991927e+00	1.034566e+02	3.189249e+00	
1.791720e+26	-2.473901e-01	9.315194e+00	4.284185e-01	4.785588e-02	2.151665e+00	-3.070355e+00	2.114721e+00	1.262828e+02	3.093657e+00	
2.301477e+04	
8.958600e+25	-2.067865e-01	7.516517e+00	5.332693e-01	3.582458e-02	-9.688031e-01	-1.100342e-01	-3.845412e+00	9.153377e+01	-3.005702e+00	
8.958600e+25	-2.705758e-01	7.781648e+00	4.820198e-01	3.440055e-02	2.225566e+00	-3.013162e+00	1.967364e+00	9.641925e+01	2.986210e+00	
2.830325e+04	
1.791720e+26	-3.022647e-01	5.692082e+00	4.946117e-01	4.971808e-02	-9.351622e-01	4.487334e-02	2.033603e+00	6.032025e+01	3.056695e+00	
8.958600e+25	-2.490226e-01	5.679128e+00	5.135314e-01	9.498351e-02	2.145582e+00	3.000028e+00	2.433954e+00	6.011445e+01	-2.979059e+00	
2.870158e+04	
8.958600e+25	1.629712e-01	9.206696e+00	3.545440e-01	5.647789e-02	-5.773137e-01	3.118463e+00	-5.129694e-01	1.240830e+02	-3.096998e+00	
8.958600e+25	1.371784e-01	7.662776e+00	6.273726e-01	8.245628e-02	2.600369e+00	9.477227e-03	5.669214e+00	9.421836e+01	3.117407e+00	
3.452419e+04	
8.958600e+25	2.169803e-02	7.976040e+00	4.366880e-01	6.349953e-03	8.825687e-02	-3.054994e+00	-1.397658e-01	1.000547e+02	3.003796e+00	
8.958600e+25	-4.398278e-02	7.298342e+00	5.676203e-01	1.901725e-02	-3.121695e+00	-7.656106e-02	-6.061150e+00	8.757754e+01	-3.047865e+00	
3.871095e+04	
1.791720e+26	1.967994e-01	7.356549e+00	5.183283e-01	9.103998e-02	6.569217e-01	-3.548337e-02	-2.372575e+00	8.862732e+01	-3.086788e+00	
8.958600e+25	1.670889e-01	7.824795e+00	4.385228e-01	1.606592e-01	-2.454590e+00	-2.997484e+00	-2.665367e+00	9.722229e+01	2.986503e+00	
3.971584e+04	
8.958600e+25	3.589348e-01	7.265306e+00	3.640456e-01	5.694982e-03	-2.294506e+00	-2.281273e+00	-1.561930e+00	8.698357e+01	3.077597e+00	
8.958600e+25	2.774442e-01	6.132122e+00	6.153251e-01	4.221016e-03	2.947750e+00	-1.333618e+00	-1.430621e+00	6.744854e+01	3.170861e+00	
4.028827e+04	
8.958600e+25	4.489305e-02	4.431161e+00	5.763256e-01	4.445644e-02	-3.161468e-01	-3.086572e+00	-6.374302e+00	4.143169e+01	3.197586e+00	
8.958600e+25	1.099980e-01	4.992100e+00	4.003465e-01	3.792699e-02	3.066440e+00	-3.606456e-02	5.970956e+00	4.954288e+01	3.047475e+00	
4.511149e+04	
8.958600e+25	-3.379486e-01	6.813301e+00	4.250674e-01	1.185089e-02	-1.843301e+00	-1.793142e-01	-4.885723e+00	7.899376e+01	3.266191e+00	
8.958600e+25	-2.691596e-01	6.152690e+00	5.777889e-01	1.973632e-02	1.210801e+00	-3.018711e+00	1.059899e+00	6.778818e+01	3.051497e+00	
4.581922e+04	
8.958600e+25	2.767908e-01	5.889478e+00	5.912128e-01	9.266273e-02	1.237018e+00	-1.586843e-02	-1.917545e+00	6.348507e+01	3.142516e+00	
8.958600e+25	3.412522e-01	6.761549e+00	3.861925e-01	7.360963e-02	-1.938203e+00	3.138560e+00	-1.895769e+00	7.809544e+01	-3.119765e+00	
4.820046e+04	
4.479300e+26	-3.480482e-02	8.792884e+00	5.071964e-01	5.433399e-02	-1.675304e-01	-7.130965e-02	-3.236624e+00	1.158120e+02	3.196208e+00	
8.958600e+25	-1.198767e-01	9.581197e+00	4.335183e-01	2.578287e-01	2.953954e+00	-2.821670e+00	2.570159e+00	1.317304e+02	2.825228e+00	
4.904041e+04	
8.958600e+25	3.789810e-01	6.514845e+00	3.546829e-01	6.886344e-02	1.476836e+00	1.692513e-01	4.439442e+00	7.386055e+01	2.963140e+00	
1.791720e+26	3.155730e-01	5.598150e+00	5.654682e-01	4.610257e-02	-1.687626e+00	3.104722e+00	-1.574379e+00	5.883330e+01	-3.091015e+00	
5.417134e+04	
8.958600e+25	-1.878847e-01	6.017592e+00	5.845034e-01	7.610740e-02	6.193205e-01	3.063794e+00	7.278275e-01	6.556778e+01	-3.081280e+00	
8.958600e+25	-1.761407e-01	6.767574e+00	4.118303e-01	6.162900e-02	-2.561258e+00	1.367647e-01	4.659469e-01	7.819984e+01	-3.256767e+00	
5.559753e+04	
8.958600e+25	8.952990e-02	7.188261e+00	4.071145e-01	3.269844e-02	2.960286e+00	1.384356e-01	5.959319e+00	8.560363e+01	-3.271719e+00	
8.958600e+25	1.757927e-02	6.366267e+00	5.868431e-01	3.388236e-02	-1.649815e-01	3.053357e+00	-4.522955e-03	7.134830e+01	-3.061380e+00	
6.488653e+04	
8.958600e+25	-2.267994e-01	6.289910e+00	4.615321e-01	3.812206e-02	2.557596e+00	-2.999486e+00	2.350193e+00	7.006853e+01	2.995558e+00	
