0.563383  1.71661e-05  0.126529  1.78814e-05  0.0186434  1.19209e-05  
0.747901  1.4782e-05  0.126421  1.78814e-05  0.0186315  1.14441e-05  
0.818354  1.35899e-05  0.126458  1.74046e-05  0.0186224  1.19209e-05  
0.858397  1.40667e-05  0.126407  1.7643e-05  0.0186288  1.16825e-05  
0.887829  1.40667e-05  0.126415  1.7643e-05  0.0186286  1.16825e-05  
0.91283  1.38283e-05  0.126403  1.7643e-05  0.018625  1.16825e-05  
0.935783  1.38283e-05  0.126415  1.7643e-05  0.0186183  1.14441e-05  
0.957735  1.38283e-05  0.126385  1.7643e-05  0.0186183  1.19209e-05  
0.979185  1.33514e-05  0.126369  1.7643e-05  0.018615  1.16825e-05  
1.00038  1.38283e-05  0.126373  1.7643e-05  0.0186336  1.16825e-05  
1.02144  1.35899e-05  0.126367  1.7643e-05  0.0186214  1.16825e-05  
1.04243  1.35899e-05  0.126378  1.74046e-05  0.0186398  1.14441e-05  
1.06339  1.35899e-05  0.126368  1.74046e-05  0.0186257  1.16825e-05  
1.08433  1.35899e-05  0.126414  1.74046e-05  0.0186183  1.16825e-05  
1.10526  1.38283e-05  0.126349  1.7643e-05  0.0186112  1.16825e-05  
1.12618  1.35899e-05  0.126357  1.78814e-05  0.0186467  1.16825e-05  
1.14711  1.35899e-05  0.126349  1.74046e-05  0.0186157  1.14441e-05  
1.16803  1.33514e-05  0.126362  1.7643e-05  0.0186079  1.14441e-05  
1.18895  1.38283e-05  0.126351  1.7643e-05  0.0186193  1.14441e-05  
1.20987  1.33514e-05  0.126359  1.7643e-05  0.0186155  1.16825e-05  
1.23079  1.38283e-05  0.126333  1.74046e-05  0.0186093  1.19209e-05  
1.25171  1.35899e-05  0.126342  1.7643e-05  0.0186055  1.16825e-05  
1.27263  1.45435e-05  0.12635  1.7643e-05  0.0186195  1.16825e-05  
