8.899989e+01
3
0	3	24.6834	-12.4224	0	1.05496	-0.558051	0
1	4	-8.79768	3.8569	0	-0.62583	-0.603246	0
2	5	-7.77191	4.36794	0	-0.13231	0.817427	0
