0  1.58481e+09  0  0  0  0  0  0  0  0  0  0  0  0  0  
62.8021  0.115917  0  0  0  0  0  0  0  0  0  0  0  0  0  
125.58  0.117248  0  0  0  0  0  0  0  0  0  0  0  0  0  
188.372  0.116086  0  0  0  0  0  0  0  0  0  0  0  0  0  
251.19  0.116971  0  0  0  0  0  0  0  0  0  0  0  0  0  
313.973  0.117569  0  0  0  0  0  0  0  0  0  0  0  0  0  
376.765  0.115906  0  0  0  0  0  0  0  0  0  0  0  0  0  
439.563  0.117044  0  0  0  0  0  0  0  0  0  0  0  0  0  
502.372  0.11658  0  0  0  0  0  0  0  0  0  0  0  0  0  
565.163  0.116148  0  0  0  0  0  0  0  0  0  0  0  0  0  
627.973  0.116999  0  0  0  0  0  0  0  0  0  0  0  0  0  
690.752  0.117191  0  0  0  0  0  0  0  0  0  0  0  0  0  
753.551  0.116515  0  0  0  0  0  0  0  0  0  0  0  0  0  
816.333  0.117113  0  0  0  0  0  0  0  0  0  0  0  0  0  
879.157  0.11661  0  0  0  0  0  0  0  0  0  0  0  0  0  
941.938  0.116607  0  0  0  0  0  0  0  0  0  0  0  0  0  
1004.74  0.117298  0  0  0  0  0  0  0  0  0  0  0  0  0  
1067.53  0.116617  0  0  0  0  0  0  0  0  0  0  0  0  0  
1130.34  0.1168  0  0  0  0  0  0  0  0  0  0  0  0  0  
1193.11  0.117478  0  0  0  0  0  0  0  0  0  0  0  0  0  
1255.92  0.116447  0  0  0  0  0  0  0  0  0  0  0  0  0  
1318.71  0.117169  0  0  0  0  0  0  0  0  0  0  0  0  0  
1381.52  0.117581  0  0  0  0  0  0  0  0  0  0  0  0  0  
1444.31  0.116505  0  0  0  0  0  0  0  0  0  0  0  0  0  
1507.12  0.117234  0  0  0  0  0  0  0  0  0  0  0  0  0  
1569.91  0.117844  0  0  0  0  0  0  0  0  0  0  0  0  0  
1632.7  0.116674  0  0  0  0  0  0  0  0  0  0  0  0  0  
1695.51  0.117659  0  0  0  0  0  0  0  0  0  0  0  0  0  
1758.29  0.117439  0  0  0  0  0  0  0  0  0  0  0  0  0  
1821.1  0.130662  0  0  0  0  0  0  0  0  0  0  0  0  0  
1883.88  0.131463  0  0  0  0  0  0  0  0  0  0  0  0  0  
1946.66  0.131485  0  0  0  0  0  0  0  0  0  0  0  0  0  
2009.48  0.117333  0  0  0  0  0  0  0  0  0  0  0  0  0  
2072.27  0.118165  0  0  0  0  0  0  0  0  0  0  0  0  0  
2135.06  0.117651  0  0  0  0  0  0  0  0  0  0  0  0  0  
2197.87  0.117584  0  0  0  0  0  0  0  0  0  0  0  0  0  
2260.65  0.118389  0  0  0  0  0  0  0  0  0  0  0  0  0  
2323.43  0.117596  0  0  0  0  0  0  0  0  0  0  0  0  0  
2386.24  0.117666  0  0  0  0  0  0  0  0  0  0  0  0  0  
2449.04  0.118358  0  0  0  0  0  0  0  0  0  0  0  0  0  
2511.85  0.117464  0  0  0  0  0  0  0  0  0  0  0  0  0  
2574.64  0.117939  0  0  0  0  0  0  0  0  0  0  0  0  0  
2637.43  0.11846  0  0  0  0  0  0  0  0  0  0  0  0  0  
2700.23  0.131466  0  0  0  0  0  0  0  0  0  0  0  0  0  
2763.01  0.118649  0  0  0  0  0  0  0  0  0  0  0  0  0  
2825.83  0.118706  0  0  0  0  0  0  0  0  0  0  0  0  0  
2888.62  0.117747  0  0  0  0  0  0  0  0  0  0  0  0  0  
2951.41  0.118706  0  0  0  0  0  0  0  0  0  0  0  0  0  
3014.19  0.118875  0  0  0  0  0  0  0  0  0  0  0  0  0  
3077.01  0.118266  0  0  0  0  0  0  0  0  0  0  0  0  0  
3139.8  0.119184  0  0  0  0  0  0  0  0  0  0  0  0  0  
3202.58  0.118434  0  0  0  0  0  0  0  0  0  0  0  0  0  
3265.38  0.118759  0  0  0  0  0  0  0  0  0  0  0  0  0  
3328.18  0.119213  0  0  0  0  0  0  0  0  0  0  0  0  0  
3390.97  0.119071  0  0  0  0  0  0  0  0  0  0  0  0  0  
3453.77  0.141164  0  0  0  0  0  0  0  0  0  0  0  0  0  
3516.57  0.119287  0  0  0  0  0  0  0  0  0  0  0  0  0  
3579.38  0.1185  0  0  0  0  0  0  0  0  0  0  0  0  0  
3642.15  0.119561  0  0  0  0  0  0  0  0  0  0  0  0  0  
3704.95  0.119229  0  0  0  0  0  0  0  0  0  0  0  0  0  
3767.76  0.119252  0  0  0  0  0  0  0  0  0  0  0  0  0  
3830.54  0.119322  0  0  0  0  0  0  0  0  0  0  0  0  0  
3893.35  0.119956  0  0  0  0  0  0  0  0  0  0  0  0  0  
3956.13  0.118785  0  0  0  0  0  0  0  0  0  0  0  0  0  
4018.94  0.119978  0  0  0  0  0  0  0  0  0  0  0  0  0  
4081.74  0.11921  0  0  0  0  0  0  0  0  0  0  0  0  0  
4144.53  0.11996  0  0  0  0  0  0  0  0  0  0  0  0  0  
4207.34  0.119744  0  0  0  0  0  0  0  0  0  0  0  0  0  
4270.14  0.119599  0  0  0  0  0  0  0  0  0  0  0  0  0  
4332.9  0.119229  0  0  0  0  0  0  0  0  0  0  0  0  0  
4395.73  0.120956  0  0  0  0  0  0  0  0  0  0  0  0  0  
4458.53  0.119303  0  0  0  0  0  0  0  0  0  0  0  0  0  
4521.32  0.120341  0  0  0  0  0  0  0  0  0  0  0  0  0  
4584.1  0.11999  0  0  0  0  0  0  0  0  0  0  0  0  0  
4646.91  0.11964  0  0  0  0  0  0  0  0  0  0  0  0  0  
4709.69  0.120885  0  0  0  0  0  0  0  0  0  0  0  0  0  
4772.49  0.120942  0  0  0  0  0  0  0  0  0  0  0  0  0  
4835.3  0.120746  0  0  0  0  0  0  0  0  0  0  0  0  0  
4898.09  0.121087  0  0  0  0  0  0  0  0  0  0  0  0  0  
4960.89  0.120467  0  0  0  0  0  0  0  0  0  0  0  0  0  
5023.67  0.120427  0  0  0  0  0  0  0  0  0  0  0  0  0  
5086.46  0.120992  0  0  0  0  0  0  0  0  0  0  0  0  0  
5149.27  0.120608  0  0  0  0  0  0  0  0  0  0  0  0  0  
5212.06  0.121032  0  0  0  0  0  0  0  0  0  0  0  0  0  
5274.84  0.121032  0  0  0  0  0  0  0  0  0  0  0  0  0  
5337.66  0.121273  0  0  0  0  0  0  0  0  0  0  0  0  0  
5400.45  0.120948  0  0  0  0  0  0  0  0  0  0  0  0  0  
5463.24  0.121159  0  0  0  0  0  0  0  0  0  0  0  0  0  
5526.06  0.121076  0  0  0  0  0  0  0  0  0  0  0  0  0  
5588.82  0.122121  0  0  0  0  0  0  0  0  0  0  0  0  0  
5651.64  0.121125  0  0  0  0  0  0  0  0  0  0  0  0  0  
5714.43  0.121651  0  0  0  0  0  0  0  0  0  0  0  0  0  
5777.24  0.121514  0  0  0  0  0  0  0  0  0  0  0  0  0  
5840.03  0.12106  0  0  0  0  0  0  0  0  0  0  0  0  0  
5902.82  0.121518  0  0  0  0  0  0  0  0  0  0  0  0  0  
5965.6  0.122709  0  0  0  0  0  0  0  0  0  0  0  0  0  
6028.42  0.121255  0  0  0  0  0  0  0  0  0  0  0  0  0  
6091.22  0.144642  0  0  0  0  0  0  0  0  0  0  0  0  0  
6153.99  0.122429  0  0  0  0  0  0  0  0  0  0  0  0  0  
6216.8  0.122684  0  0  0  0  0  0  0  0  0  0  0  0  0  
6279.58  0.123414  0  0  0  0  0  0  0  0  0  0  0  0  0  
6342.38  0.122976  0  0  0  0  0  0  0  0  0  0  0  0  0  
6405.19  0.12375  0  0  0  0  0  0  0  0  0  0  0  0  0  
6467.97  0.123585  0  0  0  0  0  0  0  0  0  0  0  0  0  
6530.78  0.123762  0  0  0  0  0  0  0  0  0  0  0  0  0  
6593.56  0.123551  0  0  0  0  0  0  0  0  0  0  0  0  0  
