8.567001e+03
401
0	1	0.000395456	0.00024528	-3.61059e-07	7.94519e-08	3.57323e-09	-6.26854e-11
1	2.51383e-09	0.936393	0.393577	-0.000898384	-0.380037	0.915143	-0.00251754
2	2.51383e-09	0.744194	0.678679	-0.00119561	-0.672247	0.731675	-9.65727e-05
3	2.51383e-09	0.990969	0.0624591	0.000209789	-0.0603794	1.00381	0.00126221
4	2.51383e-09	-0.908951	0.432084	-0.00210304	-0.424803	-0.900613	-0.00106972
5	2.51383e-09	0.333184	-0.933063	-0.00126748	0.948789	0.337009	-4.16525e-05
6	2.51383e-09	-1.0125	0.0226351	-0.00210695	-0.0211187	-0.99223	0.00234531
7	2.51383e-09	0.764032	0.649144	-0.000737535	-0.643628	0.760885	-0.00261053
8	2.51383e-09	0.0152978	-0.992396	-0.000536224	1.00503	0.0154923	-0.000785399
9	2.51383e-09	0.733204	-0.682794	-0.000471332	0.684057	0.730583	-0.000312962
10	2.51383e-09	0.998595	0.191136	0.000142969	-0.186948	0.974059	0.000624881
11	2.51383e-09	0.345519	0.939981	-0.000562647	-0.937523	0.345991	0.000428141
12	2.51383e-09	0.906763	0.462026	0.00120577	-0.453022	0.881857	-0.00118513
13	2.51383e-09	-0.284787	0.962716	-0.000544059	-0.957972	-0.28074	0.000878165
14	2.51383e-09	0.882141	0.500712	0.000704596	-0.491749	0.862136	-0.00370271
15	2.51383e-09	0.759228	-0.646576	0.00132256	0.655286	0.761939	-0.00109101
16	2.51383e-09	0.0405119	-1.0039	-0.00125117	0.993597	0.0396038	-0.00115009
17	2.51383e-09	-0.0646241	1.00406	-0.000244574	-0.996947	-0.0709693	0.00160737
18	2.51383e-09	0.498165	-0.890311	-0.000672536	0.867045	0.477722	-0.00165161
19	2.51383e-09	-1.02467	-0.0031247	0.00300874	-0.00386053	-0.984187	0.00144605
20	2.51383e-09	-0.252439	0.994777	-0.00209242	-0.957115	-0.244678	0.00305021
