0 48 15600  204
0.005 94 15600  204
0.01 40 15600  204
0.015 15 15600  204
0.02 2 15600  204
0.025 0 15600  204
0.03 0 15600  204
0.035 1 15600  204
0.04 1 15600  204
0.045 0 15600  204
0.05 0 15600  204
0.055 0 15600  204
0.06 0 15600  204
0.065 0 15600  204
0.07 0 15600  204
0.075 0 15600  204
0.08 1 15600  204
