7200 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485091
7299.99 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485102
7400 1.989e+33 0 -nan 1.898e+30 5.20262 0.048512
7500.01 1.989e+33 0 -nan 1.898e+30 5.2026 0.04851
7600 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485099
7700 1.989e+33 0 -nan 1.898e+30 5.2026 0.048509
7799.99 1.989e+33 0 -nan 1.898e+30 5.20262 0.0485105
7900 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485095
8000.01 1.989e+33 0 -nan 1.898e+30 5.2026 0.048511
8100 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485092
8200 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485084
8299.99 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485082
8400 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485106
8500.01 1.989e+33 0 -nan 1.898e+30 5.2026 0.04851
8600 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485106
8700 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485097
8800 1.989e+33 0 -nan 1.898e+30 5.20262 0.0485099
8900 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485114
8999.99 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485122
9100 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485117
9200.01 1.989e+33 0 -nan 1.898e+30 5.2026 0.04851
9300 1.989e+33 0 -nan 1.898e+30 5.20262 0.0485076
9400 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485119
9499.99 1.989e+33 0 -nan 1.898e+30 5.2026 0.048511
9600 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485091
9700.01 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485119
9800 1.989e+33 0 -nan 1.898e+30 5.20258 0.0485125
9900 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485094
9999.99 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485089
10100 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485099
10200 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485091
10300 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485105
10400 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485089
10500 1.989e+33 0 -nan 1.898e+30 5.2026 0.048509
10600 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485109
10700 1.989e+33 0 -nan 1.898e+30 5.20262 0.0485118
10800 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485087
10900 1.989e+33 0 -nan 1.898e+30 5.2026 0.04851
11000 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485115
11100 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485108
11200 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485099
11300 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485102
11400 1.989e+33 0 -nan 1.898e+30 5.20262 0.0485099
11500 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485119
11600 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485089
11700 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485107
11800 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485114
11900 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485101
12000 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485092
