0 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485093
100.002 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485093
200 1.989e+33 0 -nan 1.898e+30 5.20262 0.0485107
300 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485083
400.002 1.989e+33 0 -nan 1.898e+30 5.20262 0.0485125
500 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485096
600.001 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485083
700.002 1.989e+33 0 -nan 1.898e+30 5.20262 0.0485092
799.999 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485111
900.001 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485101
999.998 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485098
1100 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485109
1200 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485089
1300 1.989e+33 0 -nan 1.898e+30 5.20262 0.0485107
1400 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485091
1500 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485091
1600.01 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485095
1700 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485089
1800 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485098
1900 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485099
2000 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485091
2100.01 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485101
2200 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485101
2300.01 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485096
2400 1.989e+33 0 -nan 1.898e+30 5.20258 0.0485129
2500 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485089
2599.99 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485087
2700 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485114
2800.01 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485119
2900 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485097
3000 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485106
3099.99 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485103
3200 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485105
3299.99 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485094
3400 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485114
3500 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485098
3599.99 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485105
3700 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485095
3800.01 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485102
3900 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485096
4000 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485108
4099.99 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485085
4200 1.989e+33 0 -nan 1.898e+30 5.20258 0.0485092
4300.01 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485113
4400 1.989e+33 0 -nan 1.898e+30 5.2026 0.04851
4500 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485106
4599.99 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485098
4700 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485097
4799.99 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485105
4900 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485113
5000 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485099
5100 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485101
5200 1.989e+33 0 -nan 1.898e+30 5.2026 0.04851
5300.01 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485122
5400 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485116
5500 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485084
5600 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485084
5700 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485104
5799.99 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485098
5900 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485114
6000.01 1.989e+33 0 -nan 1.898e+30 5.20258 0.0485105
6100 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485116
6200 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485098
6299.99 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485099
6400 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485085
6500.01 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485092
6600 1.989e+33 0 -nan 1.898e+30 5.2026 0.0485106
6700 1.989e+33 0 -nan 1.898e+30 5.20259 0.04851
6799.99 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485095
6900 1.989e+33 0 -nan 1.898e+30 5.20259 0.0485109
7000.01 1.989e+33 0 -nan 1.898e+30 5.2026 0.048511
7100 1.989e+33 0 -nan 1.898e+30 5.20261 0.0485105
