10700  1.33482e+24  1.1e+25  0.994803  0.00509731  9.00001e+24  0.989273  0.00071912  226  2
10800  1.33482e+24  1.1e+25  0.99307  0.00484306  9.00001e+24  0.98963  0.00193772  226  2
10900  1.33482e+24  1.1e+25  0.991143  0.00455687  9.00001e+24  0.990917  0.00211616  226  2
11000  1.34081e+24  1.1e+25  0.991328  0.00429937  9.00001e+24  0.988491  0.00279911  225  2
11100  1.34081e+24  1.1e+25  0.992509  0.00478677  9.00001e+24  0.987693  0.0027206  225  2
11200  1.34685e+24  1.1e+25  0.992619  0.00417576  9.00001e+24  0.986012  0.00301174  224  2
11300  1.34685e+24  1.1e+25  0.993272  0.00367371  9.00001e+24  0.986905  0.00251694  224  2
11400  1.35294e+24  1.1e+25  0.994225  0.00268363  9.00001e+24  0.987533  0.00306635  223  2
11500  1.35909e+24  1.1e+25  0.994542  0.00313543  9.00001e+24  0.986649  0.00384311  222  2
11600  1.35909e+24  1.1e+25  0.994233  0.00292693  9.00001e+24  0.987494  0.00200421  222  2
11700  1.35909e+24  1.1e+25  0.993705  0.00336657  9.00001e+24  0.988327  0.00344448  222  2
11800  1.35909e+24  1.1e+25  0.994903  0.00303647  9.00001e+24  0.98849  0.00419411  222  2
11900  1.37156e+24  1.1e+25  0.995178  0.00348579  9.00001e+24  0.988135  0.00344304  220  2
12000  1.37788e+24  1.1e+25  0.996287  0.00425889  9.00001e+24  0.98715  0.00264415  219  2
12100  1.38426e+24  1.2e+25  0.997243  0.00463137  9.00001e+24  0.989748  0.00435349  218  2
12200  1.38426e+24  1.2e+25  0.996877  0.00418996  9.00001e+24  0.989151  0.0042069  218  2
12300  1.38426e+24  1.2e+25  0.997908  0.00483175  9.00001e+24  0.987965  0.00492226  218  2
12400  1.38426e+24  1.2e+25  0.998553  0.00498922  9.00001e+24  0.987426  0.00447609  218  2
12500  1.3907e+24  1.2e+25  0.998628  0.00469799  9.00001e+24  0.988434  0.00560299  217  2
12600  1.3907e+24  1.2e+25  0.998159  0.00331204  9.00001e+24  0.98892  0.00333065  217  2
12700  1.3972e+24  1.2e+25  0.998516  0.00312445  9.00001e+24  0.98868  0.00342657  216  2
12800  1.3972e+24  1.2e+25  0.998121  0.00347509  9.00001e+24  0.988836  0.00263002  216  2
12900  1.3972e+24  1.2e+25  0.999395  0.00381287  9.00001e+24  0.989024  0.00231197  216  2
13000  1.3972e+24  1.2e+25  0.998322  0.00330902  9.00001e+24  0.987636  0.00157989  216  2
13100  1.40376e+24  1.2e+25  0.998065  0.00328079  9.00001e+24  0.987017  0.000607585  215  2
13200  1.40376e+24  1.2e+25  0.999372  0.00372082  9.00001e+24  0.988119  0.00193775  215  2
13300  1.41038e+24  1.2e+25  0.999788  0.00399804  9.00001e+24  0.987124  0.00207817  214  2
13400  1.41038e+24  1.2e+25  0.998493  0.00367092  9.00001e+24  0.987365  0.00255495  214  2
13500  1.41038e+24  1.2e+25  0.997994  0.00365049  9.00001e+24  0.987762  0.00252317  214  2
13600  1.41038e+24  1.2e+25  0.997936  0.00364528  9.00001e+24  0.989065  0.00259967  214  2
13700  1.41038e+24  1.2e+25  0.998353  0.00332971  9.00001e+24  0.983011  0.000751419  214  2
13800  1.41038e+24  1.2e+25  0.997561  0.00298462  9.00001e+24  0.983956  0.000926232  214  2
13900  1.41038e+24  1.2e+25  0.994253  0.00232647  9.00001e+24  0.98349  0.00109216  214  2
14000  1.41706e+24  1.2e+25  0.994277  0.00319298  9.00001e+24  0.98169  0.000564107  213  2
