0  0.0100003  0  0.0100003  0  8.41911e+06  0
100.002  0.0087815  0  0.00839919  0  7.393e+06  0
200  0.00457511  0  0.00452366  0  3.85171e+06  0
300  0.00462165  0  0.00447335  0  3.89089e+06  0
400.002  0.00316844  0  0.0030373  0  2.66746e+06  0
500  0.00208712  0  0.0019126  0  1.75711e+06  0
600.001  0.00270156  0  0.00255071  0  2.2744e+06  0
700.002  0.00186859  0  0.00171204  0  1.57314e+06  0
799.999  0.00393569  0  0.00383091  0  3.3134e+06  0
900.001  0.00237918  0  0.00235626  0  2.00299e+06  0
999.998  0.00218873  0  0.00201339  0  1.84265e+06  0
1100  0.00228941  0  0.0021656  0  1.92742e+06  0
1200  0.00263199  0  0.00251573  0  2.21583e+06  0
1300  0.00304021  0  0.00297538  0  2.5595e+06  0
1400  0.000872642  0  0.000819593  0  734663  0
1500  0.00377671  0  0.00366473  0  3.17955e+06  0
1600.01  0.00157201  0  0.00132802  0  1.32345e+06  0
1700  0.00260759  0  0.00235153  0  2.19528e+06  0
1800  0.00304527  0  0.00296682  0  2.56376e+06  0
1900  0.00141044  0  0.00130253  0  1.18743e+06  0
2000  0.00410317  0  0.00403558  0  3.45439e+06  0
2100.01  0.00243606  0  0.0023713  0  2.05088e+06  0
2200  0.0046472  0  0.0045362  0  3.9124e+06  0
2300.01  0.00373422  0  0.00351594  0  3.14378e+06  0
2400  0.00462067  0  0.00428134  0  3.89006e+06  0
2500  0.00425538  0  0.00389331  0  3.58253e+06  0
2599.99  0.00515064  0  0.00496464  0  4.33624e+06  0
2700  0.0074357  0  0.0068284  0  6.26e+06  0
2800.01  0.00928097  0  0.00898727  0  7.81349e+06  0
2900  0.0148793  0  0.0136018  0  1.25266e+07  0
3000  0.0201169  0  0.0171487  0  1.6936e+07  0
3099.99  0.0156007  0  0.0145733  0  1.3134e+07  0
3200  0.00763525  0  0.00672923  0  6.42799e+06  0
3299.99  0.0126232  0  0.0123129  0  1.06273e+07  0
3400  0.0105611  0  0.00970521  0  8.89118e+06  0
3500  0.0129646  0  0.011961  0  1.09147e+07  0
3599.99  0.0125108  0  0.010006  0  1.05326e+07  0
3700  0.014481  0  0.0125568  0  1.21913e+07  0
3800.01  0.016092  0  0.011891  0  1.35476e+07  0
3900  0.0185154  0  0.0145127  0  1.55878e+07  0
4000  0.0185738  0  0.0133123  0  1.5637e+07  0
4099.99  0.0201152  0  0.0148553  0  1.69347e+07  0
4200  0.0179737  0  0.0148058  0  1.51318e+07  0
4300.01  0.0138157  0  0.0110969  0  1.16312e+07  0
4400  0.0101051  0  0.00932355  0  8.50732e+06  0
4500  0.00962045  0  0.00892704  0  8.0993e+06  0
4599.99  0.00775086  0  0.00726755  0  6.52532e+06  0
4700  0.00842256  0  0.00737507  0  7.09081e+06  0
4799.99  0.0113851  0  0.0104982  0  9.58493e+06  0
4900  0.0116863  0  0.00960005  0  9.83847e+06  0
5000  0.0151472  0  0.011616  0  1.27522e+07  0
5100  0.0184607  0  0.0133798  0  1.55418e+07  0
5200  0.0191305  0  0.0150116  0  1.61057e+07  0
5300.01  0.0195485  0  0.0151928  0  1.64576e+07  0
5400  0.0190569  0  0.0167505  0  1.60437e+07  0
5500  0.0219169  0  0.0186085  0  1.84515e+07  0
5600  0.0213425  0  0.0167954  0  1.79679e+07  0
5700  0.0227642  0  0.0190701  0  1.91648e+07  0
5799.99  0.0231704  0  0.0190983  0  1.95067e+07  0
5900  0.0224759  0  0.0196158  0  1.89221e+07  0
6000.01  0.0227758  0  0.0204393  0  1.91745e+07  0
6100  0.0248279  0  0.0221203  0  2.09022e+07  0
6200  0.024363  0  0.0205558  0  2.05108e+07  0
6299.99  0.0304809  0  0.0286405  0  2.56614e+07  0
6400  0.0283549  0  0.0275693  0  2.38715e+07  0
6500.01  0.0274885  0  0.0265638  0  2.31421e+07  0
6600  0.030248  0  0.0288819  0  2.54653e+07  0
6700  0.0371584  0  0.0318966  0  3.12831e+07  0
6799.99  0.03049  0  0.0260096  0  2.56691e+07  0
6900  0.0384177  0  0.0326664  0  3.23432e+07  0
7000.01  0.0446149  0  0.0370674  0  3.75605e+07  0
7100  0.0472224  0  0.0385241  0  3.97558e+07  0
7200  0.0468737  0  0.0437137  0  3.94622e+07  0
7299.99  0.0497137  0  0.045254  0  4.18532e+07  0
7400  0.0496427  0  0.0440953  0  4.17934e+07  0
7500.01  0.0480351  0  0.0445132  0  4.044e+07  0
7600  0.0504164  0  0.0447415  0  4.24448e+07  0
7700  0.0507433  0  0.0428604  0  4.27199e+07  0
7799.99  0.0536679  0  0.0479123  0  4.51822e+07  0
7900  0.0545231  0  0.045955  0  4.59021e+07  0
8000.01  0.0500928  0  0.0454318  0  4.21723e+07  0
8100  0.0480686  0  0.0421157  0  4.04681e+07  0
8200  0.053586  0  0.0483736  0  4.51131e+07  0
8299.99  0.0601087  0  0.0555772  0  5.06046e+07  0
8400  0.0588188  0  0.0549742  0  4.95186e+07  0
