0  inf  5.54374e-18  1.20973e-22  inf  6.59568e-14  -inf
100.067  1.05566e-15  5.54371e-18  4.10826e-20  1.90686e-10  1.34817e-15  1.24072e-09
200.114  1.05507e-15  5.49859e-18  5.24007e-20  1.62029e-10  1.13586e-15  1.00766e-09
300.172  1.05534e-15  5.46325e-18  4.77816e-20  1.72344e-10  1.20051e-15  1.0769e-09
400.229  1.0554e-15  5.4433e-18  8.25475e-20  1.197e-10  8.28669e-16  5.17652e-10
500.296  1.0551e-15  5.44143e-18  1.10058e-19  9.87781e-11  6.82625e-16  3.7517e-10
600.353  1.05572e-15  5.42246e-18  1.39184e-19  8.45104e-11  5.80685e-16  2.42582e-10
700.41  1.05502e-15  5.41921e-18  1.66889e-19  7.4822e-11  5.13398e-16  2.204e-10
800.467  1.05579e-15  5.40372e-18  2.14085e-19  6.34182e-11  4.32582e-16  1.35942e-10
900.525  1.05516e-15  5.37967e-18  2.53307e-19  5.66519e-11  3.84252e-16  1.23517e-10
1000.58  1.05549e-15  5.3551e-18  2.68365e-19  5.45261e-11  3.67781e-16  1.05927e-10
1100.64  1.05547e-15  5.34837e-18  3.13142e-19  4.91912e-11  3.30759e-16  8.7781e-11
1200.7  1.05527e-15  5.3348e-18  3.5483e-19  4.5247e-11  3.03013e-16  7.76768e-11
1300.75  1.05581e-15  5.31031e-18  3.72839e-19  4.37974e-11  2.91603e-16  6.52257e-11
1400.81  1.05515e-15  5.29071e-18  4.15745e-19  4.07013e-11  2.69716e-16  6.48571e-11
1500.86  1.05595e-15  5.29213e-18  5.122e-19  3.54405e-11  2.33923e-16  4.2109e-11
1600.91  1.05527e-15  5.27894e-18  5.33308e-19  3.44743e-11  2.2696e-16  4.59905e-11
1700.97  1.05577e-15  5.26129e-18  5.61759e-19  3.33139e-11  2.18271e-16  3.9071e-11
1801.03  1.05552e-15  5.25534e-18  5.92653e-19  3.2136e-11  2.10148e-16  3.79675e-11
1901.09  1.05546e-15  5.23488e-18  5.41202e-19  3.41379e-11  2.22765e-16  4.37992e-11
2001.14  1.05591e-15  5.2006e-18  5.72691e-19  3.28863e-11  2.12877e-16  3.71331e-11
2101.2  1.05524e-15  5.17345e-18  5.47649e-19  3.38576e-11  2.18342e-16  4.46371e-11
2201.26  1.056e-15  5.15862e-18  5.60451e-19  3.33618e-11  2.1428e-16  3.70584e-11
2301.32  1.05525e-15  5.15124e-18  5.83569e-19  3.24496e-11  2.08109e-16  4.08012e-11
2401.37  1.0558e-15  5.12645e-18  5.39096e-19  3.42264e-11  2.1866e-16  4.04684e-11
2501.43  1.05548e-15  5.12049e-18  5.37517e-19  3.42805e-11  2.1883e-16  4.35392e-11
2601.49  1.05547e-15  5.09864e-18  5.42658e-19  3.4061e-11  2.16465e-16  4.27632e-11
2701.54  1.05583e-15  5.08759e-18  5.77619e-19  3.26812e-11  2.06931e-16  3.69189e-11
2801.6  1.05531e-15  5.07627e-18  6.46583e-19  3.0297e-11  1.91069e-16  3.53402e-11
2901.66  1.05604e-15  5.06473e-18  6.81228e-19  2.92793e-11  1.839e-16  2.84053e-11
3001.72  1.05529e-15  5.04475e-18  6.2828e-19  3.08779e-11  1.93641e-16  3.69182e-11
3101.77  1.05592e-15  5.04405e-18  6.23914e-19  3.10383e-11  1.9453e-16  3.26569e-11
3201.83  1.05548e-15  5.04421e-18  6.24856e-19  3.09921e-11  1.94322e-16  3.58179e-11
3301.89  1.05563e-15  5.0418e-18  6.44964e-19  3.0347e-11  1.90034e-16  3.32734e-11
3401.94  1.05578e-15  5.00346e-18  6.19759e-19  3.11664e-11  1.93813e-16  3.3932e-11
3502  1.05539e-15  4.99895e-18  6.98746e-19  2.87585e-11  1.78293e-16  3.15252e-11
3602.06  1.05606e-15  4.977e-18  7.04628e-19  2.86144e-11  1.76476e-16  2.71685e-11
3702.12  1.0553e-15  4.96189e-18  6.44895e-19  3.03314e-11  1.86984e-16  3.55963e-11
3802.17  1.05605e-15  4.96393e-18  7.31082e-19  2.79159e-11  1.71576e-16  2.60689e-11
3902.23  1.05548e-15  4.95126e-18  7.60844e-19  2.71665e-11  1.66483e-16  2.77974e-11
4002.29  1.05577e-15  4.93117e-18  7.41456e-19  2.76439e-11  1.68773e-16  2.70996e-11
4102.35  1.05579e-15  4.91589e-18  8.32058e-19  2.55976e-11  1.5537e-16  2.32191e-11
4202.4  1.05552e-15  4.91272e-18  9.3144e-19  2.37351e-11  1.43597e-16  2.11713e-11
4302.46  1.0561e-15  4.90284e-18  9.4323e-19  2.35482e-11  1.42055e-16  1.8486e-11
4402.52  1.05544e-15  4.90706e-18  1.05986e-18  2.1772e-11  1.31114e-16  1.82588e-11
4502.57  1.05619e-15  4.89349e-18  1.0014e-18  2.26259e-11  1.36e-16  1.68814e-11
4502.57  1.05619e-15  4.89349e-18  1.0014e-18  2.26259e-11  1.36e-16  1.68814e-11
4602.63  1.05551e-15  4.87092e-18  9.62385e-19  2.32169e-11  1.39147e-16  2.04602e-11
4702.69  1.05597e-15  4.86204e-18  9.81848e-19  2.29175e-11  1.36968e-16  1.82057e-11
4802.74  1.05581e-15  4.85384e-18  1.00664e-18  2.25347e-11  1.34381e-16  1.82504e-11
4902.8  1.05567e-15  4.84347e-18  1.01542e-18  2.24004e-11  1.33279e-16  1.8511e-11
5002.86  1.05612e-15  4.8232e-18  9.93018e-19  2.2744e-11  1.34783e-16  1.73871e-11
