0  -nan
100.067  10345.1
200.114  9175.31
300.172  9712.79
400.229  9444.92
500.296  8756.26
600.353  9555.69
700.41  8282.72
800.467  9154.47
900.525  8072.05
1000.58  8526.3
1100.64  8229.05
1200.7  7804.52
1300.75  8419.75
1400.81  7438.38
1500.86  8039.48
1600.91  7198.89
1700.97  7628.97
1801.03  7323.41
1901.09  7332.76
2001.14  7733.73
2101.2  7131.89
2201.26  7934.85
2301.32  7074.82
2401.37  7792.54
2501.43  7417.51
2601.49  7432.01
2701.54  7683.77
2801.6  6969.07
2901.66  7637.6
3001.72  6979.49
3101.77  7665.11
3201.83  7174.09
3301.89  7286.95
3401.94  7518.97
3502  6908.77
3602.06  7571.82
3702.12  6947.07
3802.17  7468.62
3902.23  6841.82
4002.29  7163.51
4102.35  6982.55
4202.4  6547.88
4302.46  7039.17
4402.52  6249.55
4502.57  6976.98
4502.57  6976.98
4602.63  6455.43
4702.69  6801.54
4802.74  6609.22
4902.8  6488.17
5002.86  6910.74
5102.92  6458.58
5202.97  6992.59
5303.03  6488.94
5403.09  7048.12
5503.15  6719.3
5603.2  6775.56
5703.26  7049.69
5803.32  6661.68
5903.37  7248.41
6003.43  6444.67
6103.49  6978.65
6203.55  6308.89
6303.6  6652.86
6403.66  6615.74
6503.72  6356.85
6603.77  6998.12
6703.83  6235.35
6803.89  6941.42
6903.95  6512.15
7004  6836.42
7104.06  6666.49
7204.12  6397.61
7304.18  6898.45
7404.23  6347.51
7504.29  7096.14
7604.35  6395.51
7704.4  6862.74
7804.46  6547.52
7904.52  6691.53
8004.57  7093.7
8104.63  6579.97
8204.69  7249.26
8304.75  6536.64
8404.8  7163.63
8504.86  6653.73
8604.92  6872
8704.98  6898.39
8805.03  6642.34
8905.09  7214.01
9005.15  6565.36
9105.2  7053.36
9205.26  6527.08
9305.32  6851.43
9405.38  6630.42
9505.43  6632.97
9605.49  7151.74
9705.55  6669.76
9805.6  7261.63
9905.66  6586.11
10005.7  7117.9
10105.8  6919.21
10205.8  6929.03
10305.9  7229.73
10406  6673.15
10506  7306.18
10606.1  6686.63
10706.1  7448.56
10806.2  6881.58
10906.2  6967.9
11006.3  7040
11106.4  6610.13
11206.4  7322.44
11306.5  6582.69
11406.5  7280.74
11506.6  6559.12
11606.6  6670.85
11706.7  6635.56
11806.8  6483.76
11906.8  6954.09
12006.9  6343.55
12106.9  6817.4
12207  6154.26
12307  6748.54
12407.1  6433.57
12407.1  6433.57
12507.2  6500.72
12607.2  6695.74
12707.3  6475.88
12807.3  7061.72
12907.4  6315.47
13007.4  6669.52
13107.5  6246.89
13107.5  6246.89
13207.6  6588.95
13307.6  6667.58
13407.7  6537.58
13507.7  7008.47
13607.8  6427.29
13607.8  6427.29
13707.8  6890.37
13807.9  6351.26
13908  6794.77
14008  6485.19
14008  6485.19
14108.1  6508.14
14208.1  6696.48
14308.2  6238.26
14408.2  6770.99
14408.2  6770.99
14508.3  5976.12
14608.4  6445.48
14708.4  6008.44
14808.5  6257.02
14908.5  6352.56
15008.6  6134.2
15108.6  6552.8
15208.7  6105.9
15308.8  6687.04
15408.8  6227.34
15508.9  6582.82
15608.9  6242.77
15709  6270.9
