0.0587336 8.07937 7.61481e+27 7614.81 247742
0.0134842 12.8874 1.6663e+28 16663 247742
0.0163388 16.6506 2.95634e+27 2956.34 247742
0.142519 9.30464 3.58344e+27 3583.44 247742
0.0631407 14.9137 6.80854e+27 6808.54 247742
0.0297761 7.26899 2.23965e+27 2239.65 247742
0.0995271 10.2708 6.80854e+27 6808.54 247742
0.125352 10.0831 5.55433e+27 5554.33 247742
0.0416711 13.9876 5.82309e+27 5823.09 247742
0.0202337 3.49172 1.2542e+27 1254.2 247742
0.1346 13.4307 1.70213e+27 1702.13 247742
0.0532427 11.8413 9.85446e+26 985.446 247742
0.0765194 14.5758 1.88131e+27 1881.31 247742
0.0730643 14.988 2.06048e+27 2060.48 247742
0.0516437 11.5735 1.07503e+27 1075.03 247742
0.266537 11.1824 9.85446e+26 985.446 247742
