0 0 64236.7  263
0.1 0 64236.7  263
0.2 0 64236.7  263
0.3 0 64236.7  263
0.4 0 64236.7  263
0.5 0 64236.7  263
0.6 0 64236.7  263
0.7 0 64236.7  263
0.8 0 64236.7  263
0.9 0 64236.7  263
1 0 64236.7  263
1.1 0 64236.7  263
1.2 0 64236.7  263
1.3 0 64236.7  263
1.4 0 64236.7  263
1.5 0 64236.7  263
1.6 0 64236.7  263
1.7 0 64236.7  263
1.8 0 64236.7  263
1.9 0 64236.7  263
2 0 64236.7  263
2.1 0 64236.7  263
2.2 0 64236.7  263
2.3 0 64236.7  263
2.4 0 64236.7  263
2.5 0 64236.7  263
2.6 0 64236.7  263
2.7 0 64236.7  263
2.8 0 64236.7  263
2.9 8.9586e+25 64236.7  263
3 4.4793e+26 64236.7  263
3.1 0 64236.7  263
3.2 8.9586e+25 64236.7  263
3.3 0 64236.7  263
3.4 0 64236.7  263
3.5 3.58344e+26 64236.7  263
3.6 1.2542e+27 64236.7  263
3.7 3.58344e+26 64236.7  263
3.8 0 64236.7  263
3.9 0 64236.7  263
4 8.9586e+25 64236.7  263
4.1 0 64236.7  263
4.2 0 64236.7  263
4.3 0 64236.7  263
4.4 0 64236.7  263
4.5 0 64236.7  263
4.6 0 64236.7  263
4.7 0 64236.7  263
4.8 0 64236.7  263
4.9 0 64236.7  263
5 0 64236.7  263
5.1 0 64236.7  263
5.2 0 64236.7  263
5.3 0 64236.7  263
5.4 0 64236.7  263
5.5 0 64236.7  263
5.6 0 64236.7  263
5.7 0 64236.7  263
5.8 0 64236.7  263
5.9 0 64236.7  263
6 0 64236.7  263
6.1 0 64236.7  263
6.2 0 64236.7  263
6.3 0 64236.7  263
6.4 0 64236.7  263
6.5 0 64236.7  263
6.6 0 64236.7  263
6.7 0 64236.7  263
6.8 0 64236.7  263
6.9 8.9586e+26 64236.7  263
7 2.68758e+26 64236.7  263
7.1 3.58344e+26 64236.7  263
7.2 8.9586e+25 64236.7  263
7.3 1.43338e+27 64236.7  263
7.4 0 64236.7  263
7.5 1.52296e+27 64236.7  263
7.6 1.79172e+26 64236.7  263
7.7 3.58344e+26 64236.7  263
7.8 7.16688e+26 64236.7  263
7.9 2.68758e+26 64236.7  263
8 0 64236.7  263
8.1 8.9586e+25 64236.7  263
8.2 8.06274e+26 64236.7  263
8.3 7.16688e+26 64236.7  263
8.4 2.68758e+27 64236.7  263
8.5 6.27102e+27 64236.7  263
8.6 7.16688e+26 64236.7  263
8.7 2.68758e+26 64236.7  263
8.8 8.06274e+26 64236.7  263
8.9 0 64236.7  263
9 1.16462e+27 64236.7  263
9.1 1.79172e+27 64236.7  263
9.2 5.37516e+26 64236.7  263
9.3 7.16688e+26 64236.7  263
9.4 8.9586e+25 64236.7  263
9.5 4.30013e+27 64236.7  263
9.6 8.9586e+26 64236.7  263
9.7 2.32924e+27 64236.7  263
9.8 3.58344e+26 64236.7  263
9.9 3.58344e+26 64236.7  263
10 5.37516e+26 64236.7  263
10.1 2.86675e+27 64236.7  263
10.2 4.38971e+27 64236.7  263
10.3 1.07503e+27 64236.7  263
10.4 7.16688e+26 64236.7  263
10.5 1.07503e+27 64236.7  263
10.6 2.68758e+26 64236.7  263
10.7 5.37516e+26 64236.7  263
10.8 7.16688e+26 64236.7  263
10.9 3.58344e+26 64236.7  263
11 1.43338e+27 64236.7  263
11.1 2.68758e+26 64236.7  263
11.2 2.68758e+27 64236.7  263
11.3 7.16688e+26 64236.7  263
11.4 1.07503e+27 64236.7  263
11.5 7.16688e+26 64236.7  263
11.6 8.9586e+25 64236.7  263
11.7 1.43338e+27 64236.7  263
11.8 5.37516e+26 64236.7  263
11.9 2.95634e+27 64236.7  263
12 9.85446e+26 64236.7  263
12.1 1.97089e+27 64236.7  263
12.2 2.15006e+27 64236.7  263
12.3 1.79172e+26 64236.7  263
12.4 2.23965e+27 64236.7  263
12.5 1.2542e+27 64236.7  263
12.6 1.79172e+26 64236.7  263
12.7 7.16688e+26 64236.7  263
12.8 1.88131e+27 64236.7  263
12.9 1.79172e+26 64236.7  263
13 1.2542e+27 64236.7  263
13.1 4.4793e+26 64236.7  263
13.2 1.52296e+27 64236.7  263
13.3 1.97089e+27 64236.7  263
13.4 4.4793e+26 64236.7  263
13.5 4.4793e+26 64236.7  263
13.6 0 64236.7  263
13.7 5.37516e+26 64236.7  263
13.8 6.27102e+26 64236.7  263
13.9 8.9586e+25 64236.7  263
14 1.34379e+27 64236.7  263
14.1 2.68758e+26 64236.7  263
14.2 1.52296e+27 64236.7  263
14.3 2.68758e+26 64236.7  263
14.4 7.16688e+26 64236.7  263
14.5 1.79172e+26 64236.7  263
14.6 1.16462e+27 64236.7  263
14.7 7.16688e+26 64236.7  263
14.8 4.4793e+26 64236.7  263
14.9 9.85446e+26 64236.7  263
15 0 64236.7  263
15.1 6.27102e+26 64236.7  263
15.2 5.37516e+26 64236.7  263
15.3 1.79172e+26 64236.7  263
15.4 1.79172e+26 64236.7  263
15.5 8.9586e+25 64236.7  263
15.6 2.68758e+26 64236.7  263
15.7 0 64236.7  263
15.8 0 64236.7  263
15.9 1.79172e+26 64236.7  263
16 0 64236.7  263
16.1 0 64236.7  263
16.2 0 64236.7  263
16.3 0 64236.7  263
16.4 0 64236.7  263
16.5 0 64236.7  263
16.6 0 64236.7  263
16.7 0 64236.7  263
16.8 0 64236.7  263
16.9 0 64236.7  263
17 0 64236.7  263
17.1 0 64236.7  263
17.2 0 64236.7  263
17.3 0 64236.7  263
17.4 0 64236.7  263
17.5 0 64236.7  263
17.6 0 64236.7  263
17.7 0 64236.7  263
17.8 0 64236.7  263
17.9 0 64236.7  263
18 0 64236.7  263
18.1 2.68758e+26 64236.7  263
18.2 0 64236.7  263
18.3 0 64236.7  263
18.4 0 64236.7  263
18.5 0 64236.7  263
18.6 0 64236.7  263
18.7 0 64236.7  263
18.8 0 64236.7  263
18.9 0 64236.7  263
19 0 64236.7  263
19.1 0 64236.7  263
19.2 0 64236.7  263
19.3 0 64236.7  263
19.4 0 64236.7  263
19.5 0 64236.7  263
19.6 0 64236.7  263
19.7 0 64236.7  263
19.8 0 64236.7  263
19.9 0 64236.7  263
20 0 64236.7  263
20.1 0 64236.7  263
20.2 0 64236.7  263
20.3 0 64236.7  263
