0.80735 8.17923 0.435891 7.49759 0.565208
5.19588 7.87187 0.404835 6.96627 0.587188
7.29718 6.55741 0.550138 7.033 0.445876
13.9698 9.01194 0.555894 9.71539 0.443839
17.0496 5.13535 0.497258 5.08922 0.512723
33.4098 8.06279 0.406125 7.12633 0.589612
67.0985 4.88821 0.570838 5.41698 0.417455
67.4243 8.19819 0.507319 8.29335 0.491603
67.5147 7.87975 0.455407 7.4224 0.543048
83.4726 7.3457 0.405021 6.51479 0.583722
86.4256 6.0578 0.510741 6.13471 0.492773
87.7608 5.25832 0.48122 5.12551 0.517434
98.4771 8.71416 0.498285 8.67409 0.505228
110.812 8.93834 0.609305 10.4701 0.37406
156.956 9.26275 0.451409 8.64491 0.552971
175.715 6.90819 0.42798 6.27951 0.568714
178.799 6.06355 0.604712 7.00689 0.389387
186.326 7.11044 0.474814 6.85329 0.52933
231.303 5.77647 0.561347 6.29676 0.434425
250.879 8.53633 0.445144 7.90243 0.559171
299.822 9.13596 0.486296 8.93529 0.519787
333.995 5.88986 0.524571 6.07382 0.478334
399.259 8.58863 0.545666 9.16141 0.45029
468.648 5.08372 0.435317 4.57284 0.595497
486.753 8.01086 0.452522 7.53095 0.545714
531.377 4.40093 0.610382 4.85058 0.454357
533.077 5.14595 0.559322 5.56254 0.442628
544.012 9.45267 0.392167 8.23114 0.598718
559.37 5.91647 0.469611 5.64159 0.540469
693.394 5.30606 0.475714 5.16416 0.516991
697.222 7.05001 0.576112 7.80423 0.424107
736.029 6.66201 0.39878 5.84502 0.593764
737.78 5.79065 0.538424 6.08145 0.466692
780.896 10.1938 0.437119 9.37759 0.560001
790.105 4.95293 0.610341 5.43555 0.468245
817.392 6.7496 0.612901 7.91049 0.376207
823.18 6.95517 0.591624 7.9505 0.394247
891.41 8.78524 0.571618 9.67699 0.429731
905.026 5.59762 0.554813 6.02977 0.447004
923.209 4.76656 0.484233 4.63895 0.53149
1003.64 9.41805 0.411351 8.36954 0.584426
1006.67 8.88008 0.436851 8.14389 0.563285
1015.67 7.67731 0.580609 8.54956 0.422856
1103.93 9.18545 0.445819 8.52841 0.554868
1120.89 7.59772 0.588905 8.53925 0.414868
1133.68 9.59806 0.418402 8.63797 0.576132
1185.22 8.03466 0.530472 8.3399 0.475062
1223.92 4.19866 0.558739 4.66828 0.404715
1236.76 6.69615 0.632311 7.67675 0.423994
1265.17 9.04943 0.401858 7.94943 0.594932
1265.3 9.09666 0.544134 9.62752 0.457794
1271.99 10.6351 0.384465 9.19275 0.601364
1291.58 5.10823 0.536807 5.3277 0.476181
1301.1 9.2136 0.337573 7.8175 0.568659
1309.16 7.4303 0.553894 7.97311 0.449596
1310.2 4.51651 0.40547 4.10555 0.549546
1313.26 6.97387 0.519355 7.15397 0.480683
1376.64 4.50544 0.512098 4.52369 0.48967
1462.98 8.56756 0.608769 10.012 0.377606
1509.52 8.06452 0.592233 9.19584 0.396265
1514.61 9.54833 0.442935 8.86102 0.552834
1522.04 10.3675 0.407539 9.15338 0.591248
1602.44 7.5089 0.593599 8.58972 0.392821
1615.96 9.20973 0.563049 9.97266 0.445254
1624.15 7.19399 0.394083 6.29518 0.59266
1628.22 9.12922 0.514014 9.4561 0.483172
1635.54 4.91778 0.523288 4.97962 0.501082
1638.28 5.80727 0.486198 5.67882 0.514182
1641.52 6.77728 0.426161 6.16342 0.567161
1652.13 8.59513 0.5949 9.75928 0.406295
1674.66 6.02194 0.473419 5.78754 0.533691
1683.73 6.92778 0.412182 6.18165 0.582467
1691.07 5.71785 0.568182 6.70566 0.338246
1692.94 6.00316 0.500188 5.98114 0.507654
1702.65 7.48559 0.52865 7.74241 0.478189
1713.15 7.22585 0.558692 7.7985 0.446768
1733.93 7.35292 0.572361 8.08787 0.429757
