0  1.898e+30  8.94072e+25  1002
3.38311  1.898e+30  8.98556e+25  997
6.76554  1.898e+30  9.06741e+25  988
10.1483  1.898e+30  9.12281e+25  982
13.5311  1.898e+30  9.17889e+25  976
16.9142  1.898e+30  9.19774e+25  974
20.2969  1.898e+30  9.2452e+25  969
23.6797  1.898e+30  9.26432e+25  967
27.0625  1.898e+30  9.31247e+25  962
30.4452  1.898e+30  9.37092e+25  956
33.828  1.898e+30  9.42019e+25  951
37.2108  1.898e+30  9.45e+25  948
40.5935  1.898e+30  9.49004e+25  944
43.9763  1.898e+30  9.54058e+25  939
47.3591  1.898e+30  9.59165e+25  934
50.7415  1.898e+30  9.62256e+25  931
54.1243  1.898e+30  9.65366e+25  928
57.507  1.898e+30  9.69545e+25  924
60.8898  1.898e+30  9.71649e+25  922
64.2726  1.898e+30  9.73761e+25  920
67.6554  1.898e+30  9.81227e+25  913
71.0381  1.898e+30  9.85545e+25  909
74.4209  1.898e+30  9.88808e+25  906
77.8036  1.898e+30  9.90996e+25  904
81.1864  1.898e+30  9.94295e+25  901
84.5692  1.898e+30  9.954e+25  900
87.952  1.898e+30  9.99844e+25  896
91.3347  1.898e+30  1.0032e+26  893
94.7175  1.898e+30  1.00772e+26  889
98.1003  1.898e+30  1.01113e+26  886
101.483  1.898e+30  1.01342e+26  884
104.866  1.898e+30  1.01342e+26  884
108.249  1.898e+30  1.01342e+26  884
111.631  1.898e+30  1.01456e+26  883
115.014  1.898e+30  1.02151e+26  877
118.397  1.898e+30  1.02501e+26  874
121.78  1.898e+30  1.02972e+26  870
125.162  1.898e+30  1.03091e+26  869
128.545  1.898e+30  1.03329e+26  867
131.928  1.898e+30  1.03687e+26  864
135.311  1.898e+30  1.04049e+26  861
138.693  1.898e+30  1.04657e+26  856
142.076  1.898e+30  1.05025e+26  853
145.459  1.898e+30  1.05271e+26  851
148.842  1.898e+30  1.05519e+26  849
152.225  1.898e+30  1.05644e+26  848
152.225  1.898e+30  1.05644e+26  848
155.607  1.898e+30  1.06019e+26  845
158.99  1.898e+30  1.0627e+26  843
162.373  1.898e+30  1.06523e+26  841
165.756  1.898e+30  1.06777e+26  839
169.138  1.898e+30  1.0716e+26  836
172.521  1.898e+30  1.0716e+26  836
175.904  1.898e+30  1.07417e+26  834
179.287  1.898e+30  1.07675e+26  832
182.669  1.898e+30  1.07935e+26  830
186.052  1.898e+30  1.08065e+26  829
189.435  1.898e+30  1.08458e+26  826
192.818  1.898e+30  1.08458e+26  826
196.201  1.898e+30  1.08853e+26  823
199.583  1.898e+30  1.09118e+26  821
202.966  1.898e+30  1.09652e+26  817
