2.576203e+03	
293	
0	1.000000e+00	-1.954043e-05	-1.291954e-05	1.220046e-08	-7.906005e-09	-8.682708e-09	5.955916e-12
1	5.027652e-10	-1.978478e-01	9.909444e-01	8.625453e-04	-9.750299e-01	-1.954734e-01	6.134759e-05
2	5.027652e-10	-6.584929e-01	-7.286029e-01	-9.363222e-04	7.498237e-01	-6.760628e-01	-3.155770e-05
3	5.027652e-10	-8.400600e-01	5.363139e-01	3.696998e-04	-5.411879e-01	-8.422440e-01	1.240420e-05
4	5.027652e-10	-1.995911e-01	-9.533349e-01	-1.494115e-04	9.920060e-01	-2.072890e-01	-8.296307e-04
5	5.027652e-10	-4.608540e-01	8.874272e-01	4.348879e-04	-8.865339e-01	-4.599312e-01	3.090738e-04
6	5.027652e-10	2.637587e-01	9.697112e-01	-4.441547e-04	-9.621977e-01	2.607093e-01	9.050838e-04
7	5.027652e-10	8.714358e-02	-9.937772e-01	-1.358164e-04	9.977118e-01	8.804602e-02	-2.422070e-04
8	5.027652e-10	-2.451072e-01	9.439073e-01	-1.908566e-05	-9.803086e-01	-2.552783e-01	-1.188560e-03
9	5.027652e-10	-9.764261e-01	1.540582e-01	9.012505e-04	-1.574500e-01	-9.934265e-01	-3.215136e-04
10	5.027652e-10	8.613062e-01	4.947688e-01	-5.162965e-04	-4.991368e-01	8.696703e-01	9.433604e-04
11	5.027652e-10	3.381526e-01	-9.119946e-01	1.200475e-03	9.501616e-01	3.526262e-01	-2.458582e-04
12	5.027652e-10	-7.476012e-01	6.758215e-01	9.001412e-04	-6.667264e-01	-7.391970e-01	4.119938e-04
13	5.027652e-10	-9.521499e-01	2.330662e-01	1.032998e-03	-2.381999e-01	-9.817273e-01	-1.438766e-04
14	5.027652e-10	9.586086e-01	-2.725436e-01	-6.336736e-04	2.725261e-01	9.635094e-01	2.238651e-04
15	5.027652e-10	3.010154e-01	-9.430531e-01	4.046318e-04	9.567476e-01	3.058008e-01	-2.333888e-04
16	5.027652e-10	-8.679338e-01	4.733120e-01	6.867367e-04	-4.823485e-01	-8.834396e-01	1.865387e-04
17	5.027652e-10	3.604765e-01	-9.238650e-01	1.133279e-03	9.356208e-01	3.654258e-01	-1.011269e-03
18	5.027652e-10	-9.662921e-01	1.298252e-01	-9.379397e-04	-1.369750e-01	-1.003715e+00	6.009557e-04
19	5.027652e-10	2.660812e-01	9.658876e-01	-4.521144e-04	-9.635161e-01	2.664847e-01	2.299645e-04
20	5.027652e-10	9.734449e-01	-1.605354e-01	4.598147e-04	1.624214e-01	9.941934e-01	-1.523745e-04
