0.000000e+00	 0.000000e+00	 nan	 nan	 nan	 1.000000e-05	 -1.281667e+01 
1.000000e-05	 0.000000e+00	 nan	 nan	 inf	 4.000000e-05	 -1.281667e+01 
5.000000e-05	 0.000000e+00	 nan	 nan	 inf	 1.600000e-04	 -1.281667e+01 
2.100000e-04	 1.385974e-16	 nan	 nan	 nan	 6.400000e-04	 -1.281667e+01 
8.500000e-04	 0.000000e+00	 nan	 nan	 inf	 2.560000e-03	 -1.281667e+01 
3.410000e-03	 1.385974e-16	 nan	 nan	 inf	 1.024000e-02	 -1.281667e+01 
1.365000e-02	 1.385974e-16	 nan	 nan	 inf	 4.096000e-02	 -1.281667e+01 
5.461000e-02	 1.385974e-16	 nan	 nan	 inf	 1.638400e-01	 -1.281667e+01 
2.184500e-01	 0.000000e+00	 nan	 nan	 inf	 9.890088e-02	 -1.281667e+01 
3.173509e-01	 0.000000e+00	 nan	 nan	 inf	 8.680411e-02	 -1.281667e+01 
4.041550e-01	 1.385974e-16	 nan	 nan	 inf	 8.047475e-02	 -1.281667e+01 
5.599175e-01	 0.000000e+00	 nan	 nan	 inf	 7.068007e-02	 -1.281667e+01 
6.305976e-01	 0.000000e+00	 nan	 nan	 inf	 6.644266e-02	 -1.281667e+01 
8.185220e-01	 1.385974e-16	 nan	 nan	 nan	 5.556397e-02	 -1.281667e+01 
9.265025e-01	 0.000000e+00	 nan	 nan	 nan	 4.948166e-02	 -1.281667e+01 
1.022708e+00	 0.000000e+00	 nan	 nan	 inf	 4.413928e-02	 -1.281667e+01 
1.108577e+00	 1.385974e-16	 nan	 nan	 inf	 3.944989e-02	 -1.281667e+01 
1.220639e+00	 2.771948e-16	 nan	 nan	 inf	 3.341247e-02	 -1.281667e+01 
1.315646e+00	 1.385974e-16	 nan	 nan	 nan	 2.837933e-02	 -1.281667e+01 
1.420549e+00	 2.771948e-16	 nan	 nan	 inf	 2.289543e-02	 -1.281667e+01 
1.505294e+00	 0.000000e+00	 nan	 nan	 nan	 1.853756e-02	 -1.281667e+01 
1.603291e+00	 1.385974e-16	 nan	 nan	 inf	 1.356149e-02	 -1.281667e+01 
1.703561e+00	 0.000000e+00	 nan	 nan	 inf	 8.557507e-03	 -1.281667e+01 
1.900650e+00	 7.511980e-14	 nan	 nan	 inf	 9.609920e-04	 -1.281667e+01 
2.000821e+00	 7.428821e-14	 nan	 nan	 inf	 5.571754e-03	 -1.281667e+01 
2.107577e+00	 7.456541e-14	 nan	 nan	 inf	 1.059131e-02	 -1.281667e+01 
2.208010e+00	 7.428821e-14	 nan	 nan	 nan	 1.544892e-02	 -1.281667e+01 
2.312973e+00	 7.401102e-14	 nan	 nan	 inf	 2.068717e-02	 -1.281667e+01 
2.402299e+00	 7.442681e-14	 nan	 nan	 nan	 2.529833e-02	 -1.281667e+01 
2.506755e+00	 7.456541e-14	 nan	 nan	 nan	 2.450005e-02	 -1.281667e+01 
2.619791e+00	 7.428821e-14	 nan	 nan	 nan	 2.025333e-02	 -1.281667e+01 
2.710923e+00	 7.456541e-14	 nan	 nan	 inf	 1.547701e-02	 -1.281667e+01 
2.807328e+00	 7.401102e-14	 nan	 nan	 nan	 1.134740e-02	 -1.281667e+01 
2.903187e+00	 7.428821e-14	 nan	 nan	 inf	 8.039823e-03	 -1.281667e+01 
3.002337e+00	 7.373382e-14	 nan	 nan	 nan	 6.330805e-03	 -1.281667e+01 
3.103709e+00	 7.401102e-14	 nan	 nan	 nan	 6.980618e-03	 -1.281667e+01 
3.202987e+00	 7.401102e-14	 nan	 nan	 inf	 9.891619e-03	 -1.281667e+01 
3.306450e+00	 7.428821e-14	 nan	 nan	 nan	 1.356552e-02	 -1.281667e+01 
3.414568e+00	 7.456541e-14	 nan	 nan	 nan	 1.763753e-02	 -1.281667e+01 
3.608451e+00	 7.428821e-14	 nan	 nan	 inf	 9.315798e-03	 -1.281667e+01 
3.704256e+00	 7.401102e-14	 nan	 nan	 inf	 4.505037e-03	 -1.281667e+01 
3.800144e+00	 8.842515e-14	 nan	 nan	 inf	 2.158522e-04	 -1.281667e+01 
3.901900e+00	 7.650577e-14	 nan	 nan	 inf	 4.189544e-03	 -1.281667e+01 
4.004243e+00	 7.608998e-14	 nan	 nan	 inf	 8.777278e-03	 -1.281667e+01 
4.113201e+00	 7.622858e-14	 nan	 nan	 inf	 1.396308e-02	 -1.281667e+01 
4.207895e+00	 7.622858e-14	 nan	 nan	 nan	 1.860810e-02	 -1.281667e+01 
4.310732e+00	 7.622858e-14	 nan	 nan	 nan	 2.378035e-02	 -1.281667e+01 
4.413399e+00	 7.636717e-14	 nan	 nan	 inf	 2.906314e-02	 -1.281667e+01 
4.505188e+00	 7.622858e-14	 nan	 nan	 nan	 3.385554e-02	 -1.281667e+01 
4.612236e+00	 7.636717e-14	 nan	 nan	 inf	 3.956458e-02	 -1.281667e+01 
4.737444e+00	 7.622858e-14	 nan	 nan	 nan	 4.637456e-02	 -1.281667e+01 
4.832740e+00	 7.636717e-14	 nan	 nan	 nan	 5.162508e-02	 -1.281667e+01 
4.938892e+00	 7.622858e-14	 nan	 nan	 nan	 5.753674e-02	 -1.281667e+01 
5.057042e+00	 7.636717e-14	 nan	 nan	 inf	 6.384683e-02	 -1.281667e+01 
5.120888e+00	 7.622858e-14	 nan	 nan	 inf	 6.730162e-02	 -1.281667e+01 
5.259155e+00	 7.636717e-14	 nan	 nan	 inf	 7.488145e-02	 -1.281667e+01 
5.334037e+00	 7.622858e-14	 nan	 nan	 inf	 7.638519e-02	 -1.281667e+01 
5.410422e+00	 7.622858e-14	 nan	 nan	 nan	 7.650387e-02	 -1.281667e+01 
5.559360e+00	 7.636717e-14	 nan	 nan	 inf	 6.818439e-02	 -1.281667e+01 
5.627545e+00	 7.622858e-14	 nan	 nan	 nan	 6.428271e-02	 -1.281667e+01 
5.752497e+00	 7.622858e-14	 nan	 nan	 nan	 5.728859e-02	 -1.281667e+01 
5.809785e+00	 7.636717e-14	 nan	 nan	 inf	 5.416332e-02	 -1.281667e+01 
5.915160e+00	 7.622858e-14	 nan	 nan	 inf	 4.845439e-02	 -1.281667e+01 
6.009490e+00	 7.608998e-14	 nan	 nan	 inf	 4.343671e-02	 -1.281667e+01 
6.133090e+00	 7.622858e-14	 nan	 nan	 inf	 3.699045e-02	 -1.281667e+01 
6.205163e+00	 7.636717e-14	 nan	 nan	 nan	 3.329425e-02	 -1.281667e+01 
6.300039e+00	 7.622858e-14	 nan	 nan	 inf	 2.848377e-02	 -1.281667e+01 
6.405709e+00	 7.622858e-14	 nan	 nan	 nan	 2.321630e-02	 -1.281667e+01 
6.510957e+00	 7.636717e-14	 nan	 nan	 inf	 1.807600e-02	 -1.281667e+01 
6.607186e+00	 7.622858e-14	 nan	 nan	 nan	 1.346892e-02	 -1.281667e+01 
6.708005e+00	 7.622858e-14	 nan	 nan	 nan	 8.769642e-03	 -1.281667e+01 
6.800463e+00	 7.678297e-14	 nan	 nan	 inf	 4.486427e-03	 -1.281667e+01 
6.900402e+00	 7.955491e-14	 nan	 nan	 inf	 5.223134e-04	 -1.281667e+01 
7.001758e+00	 7.650577e-14	 nan	 nan	 inf	 4.460898e-03	 -1.281667e+01 
7.105172e+00	 7.636717e-14	 nan	 nan	 nan	 9.245806e-03	 -1.281667e+01 
7.204625e+00	 7.664437e-14	 nan	 nan	 nan	 1.365629e-02	 -1.281667e+01 
7.314190e+00	 7.608998e-14	 nan	 nan	 inf	 1.863517e-02	 -1.281667e+01 
7.416385e+00	 7.622858e-14	 nan	 nan	 nan	 2.337814e-02	 -1.281667e+01 
7.516717e+00	 7.636717e-14	 nan	 nan	 nan	 2.811893e-02	 -1.281667e+01 
7.605171e+00	 7.622858e-14	 nan	 nan	 inf	 3.236096e-02	 -1.281667e+01 
7.707061e+00	 7.622858e-14	 nan	 nan	 inf	 3.734336e-02	 -1.281667e+01 
7.824712e+00	 7.636717e-14	 nan	 nan	 inf	 4.317980e-02	 -1.281667e+01 
7.913264e+00	 7.622858e-14	 nan	 nan	 inf	 4.335123e-02	 -1.281667e+01 
8.036453e+00	 7.622858e-14	 nan	 nan	 inf	 3.674732e-02	 -1.281667e+01 
8.108000e+00	 7.636717e-14	 nan	 nan	 inf	 3.295890e-02	 -1.281667e+01 
8.201768e+00	 7.650577e-14	 nan	 nan	 inf	 2.803841e-02	 -1.281667e+01 
8.305479e+00	 7.636717e-14	 nan	 nan	 inf	 2.266177e-02	 -1.281667e+01 
8.407743e+00	 7.622858e-14	 nan	 nan	 inf	 1.742979e-02	 -1.281667e+01 
8.602508e+00	 7.650577e-14	 nan	 nan	 inf	 7.669460e-03	 -1.281667e+01 
8.701698e+00	 7.622858e-14	 nan	 nan	 inf	 2.815903e-03	 -1.281667e+01 
8.800633e+00	 2.189839e-14	 nan	 nan	 inf	 1.840672e-03	 -1.281667e+01 
8.900628e+00	 2.134400e-14	 nan	 nan	 inf	 6.399831e-03	 -1.281667e+01 
9.000333e+00	 2.162120e-14	 nan	 nan	 inf	 1.103164e-02	 -1.281667e+01 
9.011365e+00	 2.175979e-14	 nan	 nan	 inf	 1.154744e-02	 -1.281667e+01 
9.104538e+00	 2.148260e-14	 nan	 nan	 inf	 1.595045e-02	 -1.281667e+01 
9.212460e+00	 2.134400e-14	 nan	 nan	 inf	 2.113891e-02	 -1.281667e+01 
9.303415e+00	 2.189839e-14	 nan	 nan	 inf	 2.576945e-02	 -1.281667e+01 
9.411511e+00	 2.162120e-14	 nan	 nan	 inf	 2.543824e-02	 -1.281667e+01 
9.506228e+00	 2.162120e-14	 nan	 nan	 inf	 2.102082e-02	 -1.281667e+01 
9.602868e+00	 2.189839e-14	 nan	 nan	 inf	 1.711725e-02	 -1.281667e+01 
9.709795e+00	 2.148260e-14	 nan	 nan	 inf	 1.248483e-02	 -1.281667e+01 
9.806202e+00	 2.162120e-14	 nan	 nan	 inf	 8.526406e-03	 -1.281667e+01 
9.903545e+00	 2.189839e-14	 nan	 nan	 inf	 5.847309e-03	 -1.281667e+01 
1.000337e+01	 2.134400e-14	 nan	 nan	 inf	 5.078250e-03	 -1.281667e+01 
