0.80735 8.12806 0.451979 7.57659 0.555043
5.19588 6.91041 0.603022 7.99234 0.388586
7.29718 6.36977 0.593356 7.28876 0.394643
13.9698 9.52552 0.482181 9.24583 0.526739
17.0496 5.4929 0.397229 4.79347 0.599654
33.4098 8.1694 0.388682 7.06162 0.604219
67.0985 5.48836 0.401579 4.84917 0.585777
67.4243 9.00738 0.365221 7.62024 0.612853
67.5147 7.16861 0.597276 8.23863 0.392957
83.4726 6.47786 0.595909 7.42918 0.392794
86.4256 6.62666 0.375566 5.6612 0.609946
87.7608 5.42486 0.433875 4.9779 0.559667
98.4771 9.6003 0.352266 7.97808 0.626627
110.812 10.0543 0.445586 9.31201 0.557747
156.956 8.96638 0.500287 8.92261 0.508067
175.715 6.23088 0.583094 6.98965 0.412193
178.799 6.04974 0.608779 7.03252 0.384522
186.326 6.47127 0.614089 7.61189 0.37276
231.303 5.61182 0.602082 6.50892 0.382
250.879 7.66477 0.607536 8.89262 0.388499
299.822 8.56747 0.586088 9.62426 0.414567
333.995 6.07385 0.483648 5.91694 0.522942
399.259 9.65692 0.37226 8.22059 0.608962
468.648 4.64121 0.578067 5.01802 0.459282
486.753 7.36111 0.583674 8.26498 0.411235
531.377 4.58971 0.546633 4.75463 0.494038
533.077 5.01803 0.594586 5.72246 0.398304
544.012 8.19656 0.610166 9.56375 0.382053
559.37 6.21196 0.393886 5.40146 0.60245
693.394 4.90934 0.589557 5.61677 0.390615
697.222 8.07427 0.375982 6.87234 0.614989
736.029 6.27267 0.493867 6.19071 0.513833
737.78 6.08339 0.472126 5.81506 0.536792
780.896 9.0089 0.618877 10.7202 0.362847
790.105 4.88495 0.631784 5.53139 0.441943
817.392 6.98185 0.567536 7.62757 0.437683
823.18 6.82678 0.617873 8.13391 0.357897
891.41 9.8034 0.41267 8.7086 0.587093
905.026 5.43074 0.598022 6.23973 0.392765
923.209 4.87818 0.460935 4.55244 0.555197
1003.64 8.27232 0.606317 9.59249 0.385681
1006.67 8.51819 0.49996 8.47812 0.506346
1015.67 8.51497 0.430737 7.72647 0.576038
1103.93 8.14807 0.62197 9.71802 0.360909
1120.89 8.2049 0.48439 7.92617 0.533827
1133.68 8.96613 0.530533 9.28477 0.477118
1185.22 7.60537 0.611434 8.90317 0.378492
1223.92 4.64871 0.422549 4.22872 0.547351
1236.76 7.96854 0.399065 7.06348 0.551212
1265.17 7.98102 0.593459 9.05279 0.407927
1265.3 8.61634 0.621421 10.2832 0.361977
1271.99 9.48815 0.563827 10.3374 0.438897
1291.58 5.52142 0.420456 4.94938 0.584823
1301.1 9.12061 0.370442 7.87464 0.559464
1309.16 8.27712 0.394447 7.20405 0.599628
1310.2 4.18002 0.520942 4.43686 0.441167
1313.26 6.92794 0.533493 7.24212 0.469619
1376.64 4.63059 0.47195 4.40501 0.529482
