0 0 8204.69  772
0.1 0 8204.69  772
0.2 0 8204.69  772
0.3 0 8204.69  772
0.4 0 8204.69  772
0.5 0 8204.69  772
0.6 0 8204.69  772
0.7 0 8204.69  772
0.8 0 8204.69  772
0.9 0 8204.69  772
1 0 8204.69  772
1.1 0 8204.69  772
1.2 0 8204.69  772
1.3 0 8204.69  772
1.4 0 8204.69  772
1.5 0 8204.69  772
1.6 0 8204.69  772
1.7 0 8204.69  772
1.8 0 8204.69  772
1.9 0 8204.69  772
2 0 8204.69  772
2.1 0 8204.69  772
2.2 0 8204.69  772
2.3 0 8204.69  772
2.4 0 8204.69  772
2.5 0 8204.69  772
2.6 0 8204.69  772
2.7 0 8204.69  772
2.8 0 8204.69  772
2.9 0 8204.69  772
3 0 8204.69  772
3.1 0 8204.69  772
3.2 0 8204.69  772
3.3 0 8204.69  772
3.4 8.9586e+25 8204.69  772
3.5 8.9586e+25 8204.69  772
3.6 0 8204.69  772
3.7 0 8204.69  772
3.8 0 8204.69  772
3.9 0 8204.69  772
4 0 8204.69  772
4.1 8.9586e+25 8204.69  772
4.2 0 8204.69  772
4.3 0 8204.69  772
4.4 0 8204.69  772
4.5 0 8204.69  772
4.6 0 8204.69  772
4.7 0 8204.69  772
4.8 0 8204.69  772
4.9 0 8204.69  772
5 0 8204.69  772
5.1 0 8204.69  772
5.2 0 8204.69  772
5.3 0 8204.69  772
5.4 0 8204.69  772
5.5 0 8204.69  772
5.6 0 8204.69  772
5.7 0 8204.69  772
5.8 0 8204.69  772
5.9 0 8204.69  772
6 0 8204.69  772
6.1 0 8204.69  772
6.2 0 8204.69  772
6.3 0 8204.69  772
6.4 0 8204.69  772
6.5 8.9586e+25 8204.69  772
6.6 0 8204.69  772
6.7 1.79172e+26 8204.69  772
6.8 7.16688e+26 8204.69  772
6.9 1.07503e+27 8204.69  772
7 1.70213e+27 8204.69  772
7.1 5.37516e+26 8204.69  772
7.2 1.16462e+27 8204.69  772
7.3 8.06274e+26 8204.69  772
7.4 1.79172e+27 8204.69  772
7.5 1.2542e+27 8204.69  772
7.6 1.34379e+27 8204.69  772
7.7 1.07503e+27 8204.69  772
7.8 1.88131e+27 8204.69  772
7.9 7.16688e+26 8204.69  772
8 6.27102e+26 8204.69  772
8.1 8.9586e+26 8204.69  772
8.2 1.07503e+27 8204.69  772
8.3 1.34379e+27 8204.69  772
8.4 1.70213e+27 8204.69  772
8.5 1.52296e+27 8204.69  772
8.6 1.16462e+27 8204.69  772
8.7 9.85446e+26 8204.69  772
8.8 1.43338e+27 8204.69  772
8.9 7.16688e+26 8204.69  772
9 1.52296e+27 8204.69  772
9.1 1.2542e+27 8204.69  772
9.2 1.2542e+27 8204.69  772
9.3 4.4793e+26 8204.69  772
9.4 1.07503e+27 8204.69  772
9.5 1.34379e+27 8204.69  772
9.6 7.16688e+26 8204.69  772
9.7 1.79172e+27 8204.69  772
9.8 1.88131e+27 8204.69  772
9.9 8.9586e+26 8204.69  772
10 8.06274e+26 8204.69  772
10.1 7.16688e+26 8204.69  772
10.2 1.52296e+27 8204.69  772
10.3 1.79172e+27 8204.69  772
10.4 9.85446e+26 8204.69  772
10.5 8.9586e+26 8204.69  772
10.6 9.85446e+26 8204.69  772
10.7 3.58344e+26 8204.69  772
10.8 1.2542e+27 8204.69  772
10.9 8.9586e+26 8204.69  772
11 1.2542e+27 8204.69  772
11.1 7.16688e+26 8204.69  772
11.2 9.85446e+26 8204.69  772
11.3 1.34379e+27 8204.69  772
11.4 7.16688e+26 8204.69  772
11.5 1.07503e+27 8204.69  772
11.6 9.85446e+26 8204.69  772
11.7 6.27102e+26 8204.69  772
11.8 1.61255e+27 8204.69  772
11.9 8.06274e+26 8204.69  772
12 1.07503e+27 8204.69  772
12.1 4.4793e+26 8204.69  772
12.2 1.2542e+27 8204.69  772
12.3 9.85446e+26 8204.69  772
12.4 1.43338e+27 8204.69  772
12.5 9.85446e+26 8204.69  772
12.6 1.43338e+27 8204.69  772
12.7 2.68758e+26 8204.69  772
12.8 1.2542e+27 8204.69  772
12.9 9.85446e+26 8204.69  772
13 1.52296e+27 8204.69  772
13.1 8.9586e+26 8204.69  772
13.2 1.07503e+27 8204.69  772
13.3 1.07503e+27 8204.69  772
13.4 7.16688e+26 8204.69  772
13.5 1.43338e+27 8204.69  772
13.6 6.27102e+26 8204.69  772
13.7 1.43338e+27 8204.69  772
13.8 1.07503e+27 8204.69  772
13.9 1.52296e+27 8204.69  772
14 1.43338e+27 8204.69  772
14.1 7.16688e+26 8204.69  772
14.2 7.16688e+26 8204.69  772
14.3 9.85446e+26 8204.69  772
14.4 9.85446e+26 8204.69  772
14.5 8.9586e+26 8204.69  772
14.6 8.9586e+26 8204.69  772
14.7 8.9586e+26 8204.69  772
14.8 6.27102e+26 8204.69  772
14.9 4.4793e+26 8204.69  772
15 5.37516e+26 8204.69  772
15.1 2.68758e+26 8204.69  772
15.2 8.9586e+25 8204.69  772
15.3 0 8204.69  772
15.4 0 8204.69  772
15.5 0 8204.69  772
15.6 0 8204.69  772
15.7 0 8204.69  772
15.8 0 8204.69  772
15.9 0 8204.69  772
16 0 8204.69  772
16.1 0 8204.69  772
16.2 0 8204.69  772
16.3 0 8204.69  772
16.4 0 8204.69  772
16.5 0 8204.69  772
16.6 0 8204.69  772
16.7 0 8204.69  772
16.8 0 8204.69  772
16.9 0 8204.69  772
17 0 8204.69  772
17.1 0 8204.69  772
17.2 0 8204.69  772
17.3 0 8204.69  772
17.4 0 8204.69  772
17.5 0 8204.69  772
17.6 0 8204.69  772
17.7 0 8204.69  772
17.8 0 8204.69  772
17.9 0 8204.69  772
18 0 8204.69  772
18.1 0 8204.69  772
18.2 0 8204.69  772
18.3 0 8204.69  772
18.4 0 8204.69  772
18.5 0 8204.69  772
18.6 0 8204.69  772
18.7 0 8204.69  772
18.8 0 8204.69  772
18.9 0 8204.69  772
19 0 8204.69  772
19.1 0 8204.69  772
19.2 0 8204.69  772
19.3 0 8204.69  772
19.4 0 8204.69  772
19.5 0 8204.69  772
19.6 0 8204.69  772
19.7 0 8204.69  772
19.8 0 8204.69  772
19.9 0 8204.69  772
20 0 8204.69  772
20.1 0 8204.69  772
20.2 0 8204.69  772
20.3 0 8204.69  772
20.4 0 8204.69  772
20.5 0 8204.69  772
20.6 0 8204.69  772
20.7 0 8204.69  772
20.8 0 8204.69  772
20.9 0 8204.69  772
21 0 8204.69  772
21.1 0 8204.69  772
21.2 0 8204.69  772
21.3 0 8204.69  772
21.4 0 8204.69  772
21.5 0 8204.69  772
21.6 0 8204.69  772
21.7 0 8204.69  772
21.8 0 8204.69  772
21.9 0 8204.69  772
22 0 8204.69  772
22.1 0 8204.69  772
22.2 0 8204.69  772
22.3 0 8204.69  772
22.4 0 8204.69  772
22.5 0 8204.69  772
22.6 0 8204.69  772
22.7 0 8204.69  772
22.8 0 8204.69  772
22.9 0 8204.69  772
23 0 8204.69  772
23.1 0 8204.69  772
23.2 0 8204.69  772
23.3 0 8204.69  772
23.4 0 8204.69  772
23.5 0 8204.69  772
23.6 0 8204.69  772
23.7 0 8204.69  772
23.8 0 8204.69  772
23.9 0 8204.69  772
24 0 8204.69  772
24.1 0 8204.69  772
24.2 0 8204.69  772
24.3 0 8204.69  772
24.4 0 8204.69  772
24.5 0 8204.69  772
24.6 0 8204.69  772
24.7 0 8204.69  772
24.8 0 8204.69  772
24.9 0 8204.69  772
25 0 8204.69  772
25.1 0 8204.69  772
25.2 0 8204.69  772
25.3 0 8204.69  772
25.4 0 8204.69  772
25.5 0 8204.69  772
25.6 0 8204.69  772
25.7 0 8204.69  772
25.8 0 8204.69  772
25.9 0 8204.69  772
26 0 8204.69  772
26.1 0 8204.69  772
26.2 0 8204.69  772
26.3 0 8204.69  772
