0  1.898e+30  8.94072e+25  8.9586e+25  -0.385587  1002  0
100.067  1.898e+30  8.98556e+25  1.79172e+26  -0.572135  997  0
200.114  1.898e+30  9.06741e+25  1.79172e+26  0.364184  988  0
300.172  1.898e+30  9.12281e+25  1.79172e+26  0.186806  982  0
400.229  1.898e+30  9.17889e+25  2.68758e+26  -0.926464  976  0
500.296  1.898e+30  9.19774e+25  2.68758e+26  1.0083  974  0
600.353  1.898e+30  9.2452e+25  2.68758e+26  -0.230615  969  0
700.41  1.898e+30  9.26432e+25  2.68758e+26  -0.398685  967  0
800.467  1.898e+30  9.31247e+25  2.68758e+26  0.560882  962  0
900.525  1.898e+30  9.37092e+25  2.68758e+26  -0.690986  956  0
1000.58  1.898e+30  9.42019e+25  2.68758e+26  -0.768601  951  0
1100.64  1.898e+30  9.45e+25  2.68758e+26  0.106286  948  0
1200.7  1.898e+30  9.49004e+25  2.68758e+26  -0.206771  944  0
1300.75  1.898e+30  9.54058e+25  2.68758e+26  -1.42928  939  0
1400.81  1.898e+30  9.59165e+25  2.68758e+26  0.384119  934  0
1500.86  1.898e+30  9.62256e+25  2.68758e+26  -0.821627  931  0
1600.91  1.898e+30  9.65366e+25  3.58344e+26  0.00470102  928  0
1700.97  1.898e+30  9.69545e+25  3.58344e+26  -0.181879  924  0
1801.03  1.898e+30  9.71649e+25  3.58344e+26  -1.38934  922  0
1901.09  1.898e+30  9.73761e+25  3.58344e+26  0.437806  920  0
2001.14  1.898e+30  9.81227e+25  3.58344e+26  -0.774065  913  0
2101.2  1.898e+30  9.85545e+25  3.58344e+26  1.12805  909  0
2201.26  1.898e+30  9.88808e+25  3.58344e+26  -0.0769359  906  0
2301.32  1.898e+30  9.90996e+25  3.58344e+26  -1.11465  904  0
2401.37  1.898e+30  9.94295e+25  3.58344e+26  0.405302  901  0
2501.43  1.898e+30  9.954e+25  3.58344e+26  -0.809097  900  0
2601.49  1.898e+30  9.99844e+25  3.58344e+26  -1.0975  896  0
2701.54  1.898e+30  1.0032e+26  3.58344e+26  0.0482498  893  0
2801.6  1.898e+30  1.00772e+26  3.58344e+26  1.99488  889  0
