0 1 214723  82
0.001 3 214723  82
0.002 1 214723  82
0.003 2 214723  82
0.004 0 214723  82
0.005 1 214723  82
0.006 1 214723  82
0.007 0 214723  82
0.008 0 214723  82
0.009 1 214723  82
0.01 1 214723  82
0.011 0 214723  82
0.012 2 214723  82
0.013 0 214723  82
0.014 3 214723  82
0.015 1 214723  82
0.016 3 214723  82
0.017 0 214723  82
0.018 0 214723  82
0.019 0 214723  82
0.02 4 214723  82
0.021 2 214723  82
0.022 2 214723  82
0.023 0 214723  82
0.024 1 214723  82
0.025 2 214723  82
0.026 0 214723  82
0.027 3 214723  82
0.028 1 214723  82
0.029 3 214723  82
0.03 0 214723  82
0.031 0 214723  82
0.032 0 214723  82
0.033 0 214723  82
0.034 0 214723  82
0.035 1 214723  82
0.036 0 214723  82
0.037 0 214723  82
0.038 0 214723  82
0.039 0 214723  82
0.04 2 214723  82
0.041 0 214723  82
0.042 1 214723  82
0.043 0 214723  82
0.044 2 214723  82
0.045 0 214723  82
0.046 0 214723  82
0.047 1 214723  82
0.048 1 214723  82
0.049 0 214723  82
0.05 0 214723  82
0.051 1 214723  82
0.052 2 214723  82
0.053 0 214723  82
0.054 1 214723  82
0.055 0 214723  82
0.056 0 214723  82
0.057 1 214723  82
0.058 1 214723  82
0.059 1 214723  82
0.06 0 214723  82
0.061 1 214723  82
0.062 0 214723  82
0.063 1 214723  82
0.064 0 214723  82
0.065 1 214723  82
0.066 4 214723  82
0.067 0 214723  82
0.068 2 214723  82
0.069 0 214723  82
0.07 0 214723  82
0.071 0 214723  82
0.072 1 214723  82
0.073 0 214723  82
0.074 1 214723  82
0.075 0 214723  82
0.076 0 214723  82
0.077 1 214723  82
0.078 1 214723  82
0.079 0 214723  82
0.08 14 214723  82
