989	1.000672e+02	1.898000e+30	8.958600e+25	1.495831e-02	1.000000e+00	
1.000672e+02	1.898000e+30	5.192636e+00	4.872877e-02	0.000000e+00	0.000000e+00	1.823839e-01	1.822252e+00	7.431126e+01	1.736536e+00	1.383530e+03[m]
1.000672e+02	8.958600e+25	7.136434e+00	1.474449e-02	0.000000e+00	0.000000e+00	-1.127089e+00	-1.917830e+00	1.197848e+02	-8.119770e-01	5.000000e+01[m]
1.000672e+02	8.958600e+25	7.719304e+00	1.119924e-02	0.000000e+00	0.000000e+00	-2.949871e+00	-3.244908e+00	1.347557e+02	5.981547e+00	5.000000e+01[m]
1.000672e+02	8.958600e+25	1.353219e+01	4.065558e-03	0.000000e+00	0.000000e+00	2.221799e+00	1.918683e+00	3.127748e+02	-3.055552e-01	5.000000e+01[m]
1.000672e+02	8.958600e+25	1.223259e+01	1.602438e-03	0.000000e+00	0.000000e+00	-3.104351e+00	-1.558090e+00	2.688174e+02	1.549466e+00	5.000000e+01[m]
1.000672e+02	8.958600e+25	1.086561e+01	3.311287e-03	0.000000e+00	0.000000e+00	2.070873e+00	-5.615436e-01	2.250407e+02	-2.635633e+00	5.000000e+01[m]
1.000672e+02	8.958600e+25	9.710664e+00	1.018550e-02	0.000000e+00	0.000000e+00	1.907992e+00	1.368974e+00	1.901311e+02	-5.495892e-01	5.000000e+01[m]
1.000672e+02	8.958600e+25	1.426205e+01	1.834444e-03	0.000000e+00	0.000000e+00	3.075680e-01	3.268819e-01	3.384175e+02	1.938488e-02	5.000000e+01[m]
1.000672e+02	8.958600e+25	1.316831e+01	4.706523e-03	0.000000e+00	0.000000e+00	2.379378e+00	3.064332e+00	3.002445e+02	6.909361e-01	5.000000e+01[m]
1.000672e+02	8.958600e+25	1.491536e+01	1.260881e-03	0.000000e+00	0.000000e+00	-2.683902e+00	-1.235647e+00	3.619349e+02	1.450758e+00	5.000000e+01[m]
1.000672e+02	8.958600e+25	6.838770e+00	6.856831e-02	0.000000e+00	0.000000e+00	1.776635e+00	3.611687e+00	1.123691e+02	-4.319017e+00	5.000000e+01[m]
1.000672e+02	8.958600e+25	1.384786e+01	2.944779e-03	0.000000e+00	0.000000e+00	1.899524e+00	4.475102e+00	3.237829e+02	-3.704458e+00	5.000000e+01[m]
