0.0000000000e+00	  0.000000e+00
1.0006719084e+02	  9.787285e+02
2.0011437024e+02	  8.263761e+02
3.0017155536e+02	  8.730896e+02
4.0022874048e+02	  6.776332e+02
5.0029593131e+02	  6.190690e+02
6.0035311643e+02	  8.596456e+02
7.0041030155e+02	  2.312578e+03
8.0046748667e+02	  2.188866e+03
9.0052467179e+02	  1.304059e+03
1.0005818569e+03	  1.791992e+03
1.1006390420e+03	  1.916364e+03
1.2006962271e+03	  1.672064e+03
1.3007534123e+03	  1.170478e+03
1.4008105974e+03	  5.938062e+02
1.5008577768e+03	  7.923692e+02
1.6009149619e+03	  6.357673e+02
1.7009721470e+03	  6.011771e+02
1.8010293321e+03	  5.018631e+02
1.9010865173e+03	  6.061357e+02
2.0011437024e+03	  4.748844e+02
2.1012008875e+03	  5.606267e+02
2.2012580726e+03	  4.608003e+02
2.3013152577e+03	  5.581335e+02
2.4013724429e+03	  5.238548e+02
2.5014296280e+03	  4.281624e+02
2.6014868131e+03	  4.489432e+02
2.7015439982e+03	  5.453100e+02
2.8016011833e+03	  6.918432e+02
2.9016583685e+03	  3.538869e+02
3.0017155536e+03	  4.050525e+02
3.1017727387e+03	  5.243595e+02
3.2018299238e+03	  5.142889e+02
3.3018871090e+03	  5.493439e+02
3.4019442941e+03	  9.048396e+02
3.5020014792e+03	  4.947400e+02
3.6020586643e+03	  6.003168e+02
3.7021158494e+03	  7.725713e+02
3.8021730346e+03	  9.490758e+02
3.9022302197e+03	  7.753292e+02
4.0022874048e+03	  9.957308e+02
4.1023445899e+03	  8.934120e+02
4.2024017750e+03	  8.803114e+02
4.3024589602e+03	  6.652422e+02
4.4025161453e+03	  4.102206e+02
4.5025733304e+03	  4.398312e+02
4.6026305155e+03	  3.447736e+02
4.7026877006e+03	  4.192816e+02
4.8027448858e+03	  2.258903e+02
4.9028020709e+03	  2.150495e+02
5.0028592560e+03	  2.086515e+02
5.1029164411e+03	  2.244225e+02
5.2029736262e+03	  2.080132e+02
5.3030308114e+03	  2.169561e+02
5.4030879965e+03	  2.078188e+02
5.5031451816e+03	  2.079136e+02
5.6032023667e+03	  2.084390e+02
5.7032595518e+03	  2.080983e+02
5.8033167370e+03	  2.091904e+02
5.9033739221e+03	  2.152957e+02
6.0034311072e+03	  2.158672e+02
6.1034882923e+03	  2.189628e+02
6.2035454774e+03	  2.191964e+02
6.3036026626e+03	  2.082552e+02
6.4036598477e+03	  2.080971e+02
6.5037170328e+03	  2.084010e+02
6.6037742179e+03	  2.082277e+02
6.7038314030e+03	  2.081276e+02
6.8038885882e+03	  2.082213e+02
6.9039457733e+03	  2.238004e+02
7.0040029584e+03	  2.289607e+02
7.1040601435e+03	  2.129162e+02
7.2041173286e+03	  2.076432e+02
7.3041745138e+03	  2.079329e+02
7.4042316989e+03	  2.080518e+02
7.5042888840e+03	  2.169028e+02
7.6043460691e+03	  2.077991e+02
7.7044032542e+03	  2.075549e+02
7.8044604394e+03	  2.076057e+02
7.9045176245e+03	  2.078354e+02
8.0045748096e+03	  2.077567e+02
8.1046319947e+03	  2.077699e+02
8.2046891798e+03	  2.077586e+02
8.3047463650e+03	  2.072276e+02
8.4048035501e+03	  2.073177e+02
8.5048607352e+03	  2.073997e+02
8.6049179203e+03	  2.070153e+02
8.7049751054e+03	  2.071186e+02
8.8050322906e+03	  2.070032e+02
8.9050894757e+03	  2.074562e+02
9.0051466608e+03	  2.072604e+02
9.1052038459e+03	  2.072402e+02
9.2052610310e+03	  2.072431e+02
9.3053182162e+03	  2.078985e+02
9.4053754013e+03	  2.078169e+02
9.5054325864e+03	  2.077666e+02
9.6054897715e+03	  2.077749e+02
9.7055469566e+03	  2.086236e+02
9.8056041418e+03	  2.089868e+02
9.9056613269e+03	  2.091456e+02
1.0005718512e+04	  2.087088e+02
1.0105775697e+04	  2.087519e+02
1.0205832882e+04	  2.083961e+02
1.0305890067e+04	  2.096944e+02
1.0405947252e+04	  2.080817e+02
1.0506004438e+04	  2.077312e+02
1.0606061623e+04	  2.116843e+02
1.0706118808e+04	  2.076541e+02
1.0806175993e+04	  2.076758e+02
1.0906233178e+04	  2.076662e+02
1.1006290363e+04	  2.079307e+02
1.1106347548e+04	  2.076846e+02
1.1206404733e+04	  2.162454e+02
1.1306461918e+04	  2.077811e+02
1.1406519104e+04	  2.078410e+02
1.1506586294e+04	  2.080381e+02
1.1606643480e+04	  2.077295e+02
1.1706700665e+04	  2.075557e+02
1.1806757850e+04	  2.078433e+02
1.1906815035e+04	  2.077211e+02
1.2006872220e+04	  2.077510e+02
1.2106929405e+04	  2.078187e+02
1.2206986590e+04	  2.075988e+02
1.2307043775e+04	  2.076936e+02
1.2407100960e+04	  2.077928e+02
1.2507158145e+04	  2.076057e+02
1.2607215331e+04	  2.075564e+02
1.2707272516e+04	  2.075697e+02
1.2807329701e+04	  2.078346e+02
1.2907386886e+04	  2.075862e+02
1.3007444071e+04	  2.074970e+02
1.3107501256e+04	  2.078515e+02
1.3207558441e+04	  2.078208e+02
1.3307615626e+04	  2.072698e+02
1.3407672811e+04	  2.076852e+02
1.3507729997e+04	  2.072260e+02
1.3607787182e+04	  2.076490e+02
1.3707844367e+04	  2.077160e+02
1.3807901552e+04	  2.077063e+02
1.3907958737e+04	  2.076955e+02
1.4008015922e+04	  2.080107e+02
1.4108073107e+04	  2.077850e+02
1.4208130292e+04	  2.073458e+02
1.4308187477e+04	  2.073663e+02
1.4408244663e+04	  2.075291e+02
1.4508301848e+04	  2.074415e+02
1.4608359033e+04	  2.078412e+02
1.4708416218e+04	  2.078792e+02
1.4808473403e+04	  2.077922e+02
1.4908530588e+04	  2.080027e+02
1.5008587773e+04	  2.075893e+02
1.5108644958e+04	  2.173565e+02
1.5208702143e+04	  2.072619e+02
1.5308759329e+04	  2.139306e+02
1.5408816514e+04	  2.231084e+02
1.5508873699e+04	  2.097519e+02
1.5608930884e+04	  2.081481e+02
1.5708988069e+04	  2.361982e+02
1.5809045254e+04	  2.079057e+02
1.5909102439e+04	  2.079660e+02
1.6009159624e+04	  2.179299e+02
1.6109216809e+04	  2.119576e+02
1.6209273995e+04	  2.080365e+02
1.6309331180e+04	  2.079679e+02
1.6409388365e+04	  2.264342e+02
1.6509445550e+04	  2.073977e+02
1.6609502735e+04	  2.076441e+02
1.6709559920e+04	  2.092183e+02
1.6809617105e+04	  2.074548e+02
1.6909674290e+04	  2.217925e+02
1.7009731475e+04	  2.075648e+02
1.7109788660e+04	  2.078639e+02
1.7209845846e+04	  2.084163e+02
1.7309903031e+04	  2.130324e+02
1.7409960216e+04	  2.092871e+02
1.7510017401e+04	  2.092321e+02
1.7610074586e+04	  2.076751e+02
1.7710131771e+04	  2.076861e+02
1.7810188956e+04	  2.173058e+02
1.7910246141e+04	  2.095121e+02
1.8010303326e+04	  2.075471e+02
1.8110360512e+04	  2.073441e+02
1.8210417697e+04	  2.078744e+02
1.8310474882e+04	  2.077939e+02
1.8410532067e+04	  2.077358e+02
1.8510589252e+04	  2.077833e+02
1.8610646437e+04	  2.076890e+02
1.8710703622e+04	  2.079791e+02
1.8810760807e+04	  2.075829e+02
1.8910817992e+04	  2.079304e+02
1.9010875178e+04	  2.080020e+02
1.9110932363e+04	  2.075308e+02
1.9210989548e+04	  2.071916e+02
