9.7155526702e+00	  4.859064e-09	 2.533188e-03	 8.958600e+25	 1.362237e+01	 8.958600e+25	 1.446307e+01	 152and313 
1.2957405471e+01	  1.588722e-09	 1.515026e-03	 8.958600e+25	 1.272689e+01	 8.958600e+25	 1.179257e+01	 277and348 
1.4158091692e+01	  2.683638e-09	 3.606755e-04	 8.958600e+25	 1.182353e+01	 8.958600e+25	 1.170974e+01	 323and627 
1.6979704311e+01	  3.295443e-09	 8.498149e-04	 8.958600e+25	 1.434193e+01	 8.958600e+25	 1.463875e+01	 499and800 
1.9931391269e+01	  6.445967e-09	 1.840160e-03	 8.958600e+25	 1.424862e+01	 8.958600e+25	 1.528306e+01	 549and931 
2.6965411381e+01	  8.738588e-09	 1.061211e-03	 8.958600e+25	 1.142926e+01	 8.958600e+25	 1.109513e+01	 53and305 
4.2044029178e+01	  9.435169e-09	 1.505333e-03	 8.958600e+25	 1.038240e+01	 8.958600e+25	 1.008080e+01	 148and412 
7.0610355530e+01	  8.716334e-09	 1.578838e-03	 8.958600e+25	 1.162409e+01	 8.958600e+25	 1.121771e+01	 66and188 
8.5859070544e+01	  6.514097e-09	 2.025543e-03	 8.958600e+25	 1.431425e+01	 8.958600e+25	 1.373787e+01	 85and973 
9.4183828352e+01	  6.438567e-10	 1.291571e-03	 8.958600e+25	 1.406234e+01	 8.958600e+25	 1.297696e+01	 202and863 
9.7665818388e+01	  7.097269e-09	 1.337276e-03	 8.958600e+25	 1.001140e+01	 8.958600e+25	 1.075652e+01	 382and665 
1.0515009583e+02	  8.486854e-09	 1.402043e-03	 8.958600e+25	 1.404499e+01	 8.958600e+25	 1.300024e+01	 202and863 
1.1500572857e+02	  3.516988e-09	 4.222567e-04	 8.958600e+25	 1.043730e+01	 8.958600e+25	 9.293537e+00	 621and808 
1.2189966863e+02	  4.830391e-09	 2.114946e-04	 1.791720e+26	 9.052260e+00	 8.958600e+25	 7.707318e+00	 554and800 
1.2969412334e+02	  8.320423e-09	 1.609761e-03	 8.958600e+25	 1.141187e+01	 8.958600e+25	 1.200123e+01	 104and567 
1.6274301159e+02	  7.543247e-09	 1.795643e-03	 8.958600e+25	 1.085106e+01	 8.958600e+25	 1.020802e+01	 575and585 
1.6656519606e+02	  3.941314e-09	 1.521079e-03	 8.958600e+25	 1.070542e+01	 8.958600e+25	 1.047618e+01	 613and775 
1.8925816565e+02	  6.870025e-09	 1.553620e-03	 8.958600e+25	 8.981715e+00	 1.791720e+26	 9.469846e+00	 211and288 
