0.000000e+00	 0.000000e+00	 nan	 nan	 0.000000e+00
1.000672e+02	 4.152737e-06	 nan	 nan	 5.794018e-06
2.001144e+02	 8.299316e-06	 nan	 nan	 1.146248e-05
3.001716e+02	 1.247325e-05	 nan	 nan	 1.710787e-05
4.002287e+02	 1.663865e-05	 nan	 nan	 2.262866e-05
5.002959e+02	 2.081548e-05	 nan	 nan	 2.803133e-05
6.003531e+02	 2.497647e-05	 nan	 nan	 3.349083e-05
7.004103e+02	 2.914884e-05	 nan	 nan	 3.892330e-05
8.004675e+02	 3.335563e-05	 nan	 nan	 4.420137e-05
9.005247e+02	 3.756421e-05	 nan	 nan	 4.944484e-05
1.000582e+03	 4.177737e-05	 nan	 nan	 5.460298e-05
1.100639e+03	 4.600538e-05	 nan	 nan	 5.974529e-05
1.200696e+03	 5.022606e-05	 nan	 nan	 6.491441e-05
1.300753e+03	 5.442800e-05	 nan	 nan	 6.997470e-05
1.400811e+03	 5.865121e-05	 nan	 nan	 7.498127e-05
1.500858e+03	 6.282837e-05	 nan	 nan	 8.000660e-05
1.600915e+03	 6.707407e-05	 nan	 nan	 8.495654e-05
1.700972e+03	 7.128737e-05	 nan	 nan	 8.986733e-05
1.801029e+03	 7.551309e-05	 nan	 nan	 9.477598e-05
1.901087e+03	 7.968971e-05	 nan	 nan	 9.963431e-05
2.001144e+03	 8.390998e-05	 nan	 nan	 1.044701e-04
2.101201e+03	 8.815828e-05	 nan	 nan	 1.092349e-04
2.201258e+03	 9.234589e-05	 nan	 nan	 1.139841e-04
2.301315e+03	 9.659724e-05	 nan	 nan	 1.187602e-04
2.401372e+03	 1.008024e-04	 nan	 nan	 1.234115e-04
2.501430e+03	 1.050259e-04	 nan	 nan	 1.279808e-04
2.601487e+03	 1.092470e-04	 nan	 nan	 1.324539e-04
2.701544e+03	 1.135181e-04	 nan	 nan	 1.368956e-04
2.801601e+03	 1.177893e-04	 nan	 nan	 1.412653e-04
2.901658e+03	 1.220347e-04	 nan	 nan	 1.455452e-04
3.001716e+03	 1.263023e-04	 nan	 nan	 1.498727e-04
3.101773e+03	 1.305284e-04	 nan	 nan	 1.542409e-04
3.201830e+03	 1.347913e-04	 nan	 nan	 1.585440e-04
3.301887e+03	 1.390729e-04	 nan	 nan	 1.627747e-04
3.401944e+03	 1.433742e-04	 nan	 nan	 1.668301e-04
3.502001e+03	 1.476099e-04	 nan	 nan	 1.707201e-04
3.602059e+03	 1.519371e-04	 nan	 nan	 1.747624e-04
3.702116e+03	 1.561764e-04	 nan	 nan	 1.787353e-04
3.802173e+03	 1.604355e-04	 nan	 nan	 1.827053e-04
3.902230e+03	 1.647104e-04	 nan	 nan	 1.866481e-04
4.002287e+03	 1.689258e-04	 nan	 nan	 1.904433e-04
4.102345e+03	 1.732252e-04	 nan	 nan	 1.942753e-04
4.202402e+03	 1.774918e-04	 nan	 nan	 1.980509e-04
4.302459e+03	 1.817281e-04	 nan	 nan	 2.017844e-04
4.402516e+03	 1.860059e-04	 nan	 nan	 2.055526e-04
4.502573e+03	 1.902870e-04	 nan	 nan	 2.093557e-04
4.602631e+03	 1.945519e-04	 nan	 nan	 2.131259e-04
4.702688e+03	 nan	 nan	 nan	 nan
4.802745e+03	 nan	 nan	 nan	 nan
4.902802e+03	 nan	 nan	 nan	 nan
5.002859e+03	 nan	 nan	 nan	 nan
5.102916e+03	 nan	 nan	 nan	 nan
5.202974e+03	 nan	 nan	 nan	 nan
5.303031e+03	 nan	 nan	 nan	 nan
5.403088e+03	 nan	 nan	 nan	 nan
5.503145e+03	 nan	 nan	 nan	 nan
5.603202e+03	 nan	 nan	 nan	 nan
5.703260e+03	 nan	 nan	 nan	 nan
5.803317e+03	 nan	 nan	 nan	 nan
5.903374e+03	 nan	 nan	 nan	 nan
6.003431e+03	 nan	 nan	 nan	 nan
6.103488e+03	 nan	 nan	 nan	 nan
6.203545e+03	 nan	 nan	 nan	 nan
6.303603e+03	 nan	 nan	 nan	 nan
6.403660e+03	 nan	 nan	 nan	 nan
6.503717e+03	 nan	 nan	 nan	 nan
6.603774e+03	 nan	 nan	 nan	 nan
6.703831e+03	 nan	 nan	 nan	 nan
6.803889e+03	 nan	 nan	 nan	 nan
6.903946e+03	 nan	 nan	 nan	 nan
7.004003e+03	 nan	 nan	 nan	 nan
7.104060e+03	 nan	 nan	 nan	 nan
7.204117e+03	 nan	 nan	 nan	 nan
7.304175e+03	 nan	 nan	 nan	 nan
7.404232e+03	 nan	 nan	 nan	 nan
7.504289e+03	 nan	 nan	 nan	 nan
7.604346e+03	 nan	 nan	 nan	 nan
7.704403e+03	 nan	 nan	 nan	 nan
7.804460e+03	 nan	 nan	 nan	 nan
7.904518e+03	 nan	 nan	 nan	 nan
8.004575e+03	 nan	 nan	 nan	 nan
8.104632e+03	 nan	 nan	 nan	 nan
8.204689e+03	 nan	 nan	 nan	 nan
8.304746e+03	 nan	 nan	 nan	 nan
8.404804e+03	 nan	 nan	 nan	 nan
8.504861e+03	 nan	 nan	 nan	 nan
8.604918e+03	 nan	 nan	 nan	 nan
8.704975e+03	 nan	 nan	 nan	 nan
8.805032e+03	 nan	 nan	 nan	 nan
8.905089e+03	 nan	 nan	 nan	 nan
9.005147e+03	 nan	 nan	 nan	 nan
9.105204e+03	 nan	 nan	 nan	 nan
9.205261e+03	 nan	 nan	 nan	 nan
9.305318e+03	 nan	 nan	 nan	 nan
9.405375e+03	 nan	 nan	 nan	 nan
9.505433e+03	 nan	 nan	 nan	 nan
9.605490e+03	 nan	 nan	 nan	 nan
9.705547e+03	 nan	 nan	 nan	 nan
9.805604e+03	 nan	 nan	 nan	 nan
