9.905661e+03	 nan	 nan	 nan	 nan
1.000572e+04	 nan	 nan	 nan	 nan
1.010578e+04	 nan	 nan	 nan	 nan
1.020583e+04	 nan	 nan	 nan	 nan
1.030589e+04	 nan	 nan	 nan	 nan
1.040595e+04	 nan	 nan	 nan	 nan
1.050600e+04	 nan	 nan	 nan	 nan
1.060606e+04	 nan	 nan	 nan	 nan
1.070612e+04	 nan	 nan	 nan	 nan
1.080618e+04	 nan	 nan	 nan	 nan
1.090623e+04	 nan	 nan	 nan	 nan
1.100629e+04	 nan	 nan	 nan	 nan
1.110635e+04	 nan	 nan	 nan	 nan
1.120640e+04	 nan	 nan	 nan	 nan
1.130646e+04	 nan	 nan	 nan	 nan
1.140652e+04	 nan	 nan	 nan	 nan
1.150659e+04	 nan	 nan	 nan	 nan
1.160664e+04	 nan	 nan	 nan	 nan
1.170670e+04	 nan	 nan	 nan	 nan
1.180676e+04	 nan	 nan	 nan	 nan
1.190682e+04	 nan	 nan	 nan	 nan
1.200687e+04	 nan	 nan	 nan	 nan
1.210693e+04	 nan	 nan	 nan	 nan
1.220699e+04	 nan	 nan	 nan	 nan
1.230704e+04	 nan	 nan	 nan	 nan
1.240710e+04	 nan	 nan	 nan	 nan
1.250716e+04	 nan	 nan	 nan	 nan
1.260722e+04	 nan	 nan	 nan	 nan
1.270727e+04	 nan	 nan	 nan	 nan
1.280733e+04	 nan	 nan	 nan	 nan
1.290739e+04	 nan	 nan	 nan	 nan
1.300744e+04	 nan	 nan	 nan	 nan
1.310750e+04	 nan	 nan	 nan	 nan
1.320756e+04	 nan	 nan	 nan	 nan
1.330762e+04	 nan	 nan	 nan	 nan
1.340767e+04	 nan	 nan	 nan	 nan
1.350773e+04	 nan	 nan	 nan	 nan
1.360779e+04	 nan	 nan	 nan	 nan
1.370784e+04	 nan	 nan	 nan	 nan
1.380790e+04	 nan	 nan	 nan	 nan
1.390796e+04	 nan	 nan	 nan	 nan
1.400802e+04	 nan	 nan	 nan	 nan
1.410807e+04	 nan	 nan	 nan	 nan
1.420813e+04	 nan	 nan	 nan	 nan
1.430819e+04	 nan	 nan	 nan	 nan
1.440824e+04	 nan	 nan	 nan	 nan
1.450830e+04	 nan	 nan	 nan	 nan
1.460836e+04	 nan	 nan	 nan	 nan
1.470842e+04	 nan	 nan	 nan	 nan
1.480847e+04	 nan	 nan	 nan	 nan
1.490853e+04	 nan	 nan	 nan	 nan
1.500859e+04	 nan	 nan	 nan	 nan
1.510864e+04	 nan	 nan	 nan	 nan
1.520870e+04	 nan	 nan	 nan	 nan
1.530876e+04	 nan	 nan	 nan	 nan
1.540882e+04	 nan	 nan	 nan	 nan
1.550887e+04	 nan	 nan	 nan	 nan
1.560893e+04	 nan	 nan	 nan	 nan
1.570899e+04	 nan	 nan	 nan	 nan
1.580905e+04	 nan	 nan	 nan	 nan
1.590910e+04	 nan	 nan	 nan	 nan
1.600916e+04	 nan	 nan	 nan	 nan
1.610922e+04	 nan	 nan	 nan	 nan
1.620927e+04	 nan	 nan	 nan	 nan
1.630933e+04	 nan	 nan	 nan	 nan
1.640939e+04	 nan	 nan	 nan	 nan
1.650945e+04	 nan	 nan	 nan	 nan
1.660950e+04	 nan	 nan	 nan	 nan
1.670956e+04	 nan	 nan	 nan	 nan
1.680962e+04	 nan	 nan	 nan	 nan
1.690967e+04	 nan	 nan	 nan	 nan
1.700973e+04	 nan	 nan	 nan	 nan
1.710979e+04	 nan	 nan	 nan	 nan
1.720985e+04	 nan	 nan	 nan	 nan
1.730990e+04	 nan	 nan	 nan	 nan
1.740996e+04	 nan	 nan	 nan	 nan
1.751002e+04	 nan	 nan	 nan	 nan
1.761007e+04	 nan	 nan	 nan	 nan
1.771013e+04	 nan	 nan	 nan	 nan
1.781019e+04	 nan	 nan	 nan	 nan
1.791025e+04	 nan	 nan	 nan	 nan
1.801030e+04	 nan	 nan	 nan	 nan
1.811036e+04	 nan	 nan	 nan	 nan
1.821042e+04	 nan	 nan	 nan	 nan
1.831047e+04	 nan	 nan	 nan	 nan
1.841053e+04	 nan	 nan	 nan	 nan
1.851059e+04	 nan	 nan	 nan	 nan
1.861065e+04	 nan	 nan	 nan	 nan
1.871070e+04	 nan	 nan	 nan	 nan
1.881076e+04	 nan	 nan	 nan	 nan
1.891082e+04	 nan	 nan	 nan	 nan
1.901088e+04	 nan	 nan	 nan	 nan
1.911093e+04	 nan	 nan	 nan	 nan
1.921099e+04	 nan	 nan	 nan	 nan
1.931105e+04	 nan	 nan	 nan	 nan
1.941110e+04	 nan	 nan	 nan	 nan
1.951116e+04	 nan	 nan	 nan	 nan
1.961122e+04	 nan	 nan	 nan	 nan
1.971128e+04	 nan	 nan	 nan	 nan
1.981133e+04	 nan	 nan	 nan	 nan
1.991139e+04	 nan	 nan	 nan	 nan
2.001145e+04	 nan	 nan	 nan	 nan
2.011150e+04	 nan	 nan	 nan	 nan
2.021156e+04	 nan	 nan	 nan	 nan
2.031162e+04	 nan	 nan	 nan	 nan
2.041168e+04	 nan	 nan	 nan	 nan
2.051173e+04	 nan	 nan	 nan	 nan
2.061179e+04	 nan	 nan	 nan	 nan
2.071185e+04	 nan	 nan	 nan	 nan
2.081190e+04	 nan	 nan	 nan	 nan
2.091196e+04	 nan	 nan	 nan	 nan
2.101202e+04	 nan	 nan	 nan	 nan
2.111208e+04	 nan	 nan	 nan	 nan
2.121213e+04	 nan	 nan	 nan	 nan
2.131219e+04	 nan	 nan	 nan	 nan
2.141225e+04	 nan	 nan	 nan	 nan
2.151230e+04	 nan	 nan	 nan	 nan
2.161236e+04	 nan	 nan	 nan	 nan
2.171242e+04	 nan	 nan	 nan	 nan
2.181248e+04	 nan	 nan	 nan	 nan
2.191253e+04	 nan	 nan	 nan	 nan
2.201259e+04	 nan	 nan	 nan	 nan
2.211265e+04	 nan	 nan	 nan	 nan
2.221271e+04	 nan	 nan	 nan	 nan
2.231276e+04	 nan	 nan	 nan	 nan
2.241282e+04	 nan	 nan	 nan	 nan
2.251288e+04	 nan	 nan	 nan	 nan
2.261293e+04	 nan	 nan	 nan	 nan
2.271299e+04	 nan	 nan	 nan	 nan
2.281305e+04	 nan	 nan	 nan	 nan
2.291311e+04	 nan	 nan	 nan	 nan
2.301316e+04	 nan	 nan	 nan	 nan
2.311322e+04	 nan	 nan	 nan	 nan
2.321328e+04	 nan	 nan	 nan	 nan
2.331333e+04	 nan	 nan	 nan	 nan
2.341339e+04	 nan	 nan	 nan	 nan
2.351345e+04	 nan	 nan	 nan	 nan
2.361351e+04	 nan	 nan	 nan	 nan
2.371356e+04	 nan	 nan	 nan	 nan
2.381362e+04	 nan	 nan	 nan	 nan
2.391368e+04	 nan	 nan	 nan	 nan
2.401373e+04	 nan	 nan	 nan	 nan
2.411379e+04	 nan	 nan	 nan	 nan
2.421385e+04	 nan	 nan	 nan	 nan
2.431391e+04	 nan	 nan	 nan	 nan
2.441396e+04	 nan	 nan	 nan	 nan
2.451402e+04	 nan	 nan	 nan	 nan
2.461408e+04	 nan	 nan	 nan	 nan
2.471413e+04	 nan	 nan	 nan	 nan
2.481419e+04	 nan	 nan	 nan	 nan
2.491425e+04	 nan	 nan	 nan	 nan
2.501431e+04	 nan	 nan	 nan	 nan
2.511436e+04	 nan	 nan	 nan	 nan
2.521442e+04	 nan	 nan	 nan	 nan
2.531448e+04	 nan	 nan	 nan	 nan
2.541454e+04	 nan	 nan	 nan	 nan
2.551459e+04	 nan	 nan	 nan	 nan
2.561465e+04	 nan	 nan	 nan	 nan
2.571471e+04	 nan	 nan	 nan	 nan
2.581476e+04	 nan	 nan	 nan	 nan
2.591482e+04	 nan	 nan	 nan	 nan
2.601488e+04	 nan	 nan	 nan	 nan
2.611494e+04	 nan	 nan	 nan	 nan
