75355.1
12
0  1  0  0  0  0  0  0
1  0.000954248  1.41048  -4.94337  0  0.432102  0.101582  0
2  5.02765e-27  0.758571  7.15168  0  -0.363482  0.0110636  0
3  5.02765e-27  0.0952162  8.33431  0  -0.343357  0.00744485  0
4  5.02765e-27  1.75945  -6.84606  0  0.367892  0.101534  0
5  5.02765e-27  -4.00825  -5.14882  0  0.322693  -0.238475  0
6  5.02765e-27  -5.63966  -2.76984  0  0.179626  -0.375825  0
7  5.02765e-27  7.00458  -0.263834  0  0.0162296  0.38707  0
8  5.02765e-27  -0.15855  -7.05531  0  0.372189  -0.00767825  0
9  5.02765e-27  -1.39437  -8.01122  0  0.348848  -0.0560172  0
10  5.02765e-27  3.89242  -6.08687  0  0.314387  0.18177  0
11  5.02765e-27  6.36508  2.44696  0  -0.143539  0.357454  0
