6216.8
12
0  1  0  0  0  0  0  0
1  0.000954248  -1.87139  4.87152  0  -0.400128  -0.176387  0
2  5.02765e-27  0.281612  9.06889  0  -0.332471  0.00939387  0
3  5.02765e-27  1.19369  9.02053  0  -0.329391  0.0426851  0
4  5.02765e-27  5.44213  7.21598  0  -0.266688  0.19988  0
5  5.02765e-27  0.154538  9.05351  0  -0.332861  0.00475484  0
6  5.02765e-27  8.06273  4.09087  0  -0.151412  0.296509  0
7  5.02765e-27  0.275586  9.04011  0  -0.333008  0.00919206  0
8  5.02765e-27  0.952354  9.02379  0  -0.330893  0.0339642  0
9  5.02765e-27  -0.24234  9.06461  0  -0.332521  -0.00976774  0
10  5.02765e-27  8.41722  -3.32555  0  0.121604  0.309129  0
11  5.02765e-27  7.66591  4.79839  0  -0.177397  0.281735  0
