51429.9
12
0  1  0  0  0  0  0  0
1  0.000954248  1.59202  5.13231  0  -0.40962  0.111195  0
2  5.02765e-27  -4.06159  -5.59647  0  0.308944  -0.219137  0
3  5.02765e-27  -8.25571  -1.86958  0  0.0787716  -0.330053  0
4  5.02765e-27  0.493312  7.46975  0  -0.35994  0.0377181  0
5  5.02765e-27  4.86335  5.30938  0  -0.284685  0.228487  0
6  5.02765e-27  6.67281  -1.02884  0  0.0666235  0.382683  0
7  5.02765e-27  -7.50044  0.632635  0  -0.0266103  -0.357769  0
8  5.02765e-27  0.571249  7.27041  0  -0.358074  0.0121777  0
9  5.02765e-27  7.66924  2.41402  0  -0.103811  0.342459  0
10  5.02765e-27  -1.06921  7.07938  0  -0.360883  -0.0592743  0
11  5.02765e-27  -5.78806  -2.55973  0  0.17793  -0.371922  0
