68698.8
12
0  1  0  0  0  0  0  0
1  0.000954248  -0.763232  -4.98801  0  0.443903  -0.0853318  0
2  5.02765e-27  6.06941  3.60044  0  -0.205299  0.309713  0
3  5.02765e-27  -2.2703  -7.81422  0  0.340181  -0.0937306  0
4  5.02765e-27  0.712664  -7.14061  0  0.373799  0.0491072  0
5  5.02765e-27  -5.78354  -2.46561  0  0.173386  -0.378317  0
6  5.02765e-27  -5.62686  3.51255  0  -0.214072  -0.332762  0
7  5.02765e-27  6.44229  -2.86297  0  0.158907  0.349663  0
8  5.02765e-27  -5.3363  -3.94328  0  0.246319  -0.308749  0
9  5.02765e-27  2.75792  7.81681  0  -0.324173  0.119006  0
10  5.02765e-27  -3.94869  -5.68445  0  0.315484  -0.211003  0
11  5.02765e-27  6.49936  -1.90057  0  0.125355  0.365828  0
