54130.1
12
0  1  0  0  0  0  0  0
1  0.000954248  5.06172  2.03015  0  -0.153663  0.388675  0
2  5.02765e-27  7.24407  -0.0924909  0  -0.00689654  0.362552  0
3  5.02765e-27  4.2273  -6.94432  0  0.300984  0.187146  0
4  5.02765e-27  -5.46173  5.2561  0  -0.251515  -0.252775  0
5  5.02765e-27  -6.23257  2.05515  0  -0.0969829  -0.386396  0
6  5.02765e-27  -2.19737  6.22898  0  -0.371952  -0.140256  0
7  5.02765e-27  -7.09895  -2.31396  0  0.122494  -0.340149  0
8  5.02765e-27  -6.84741  0.0637647  0  0.0115336  -0.381475  0
9  5.02765e-27  -4.82367  6.93008  0  -0.282022  -0.191893  0
10  5.02765e-27  -6.46439  -2.57704  0  0.139223  -0.349703  0
11  5.02765e-27  3.90692  -5.30664  0  0.327258  0.224942  0
