66061.3
12
0  1  0  0  0  0  0  0
1  0.000954248  3.81163  3.8831  0  -0.303584  0.288715  0
2  5.02765e-27  5.68856  -3.52114  0  0.212652  0.329069  0
3  5.02765e-27  6.7101  -4.49971  0  0.197721  0.297227  0
4  5.02765e-27  -6.79922  -3.29312  0  0.168379  -0.316373  0
5  5.02765e-27  -4.83429  4.32807  0  -0.26359  -0.30635  0
6  5.02765e-27  0.952475  7.03574  0  -0.365198  0.0538069  0
7  5.02765e-27  3.1779  -6.30235  0  0.338077  0.179001  0
8  5.02765e-27  -6.39308  0.375052  0  -0.00147722  -0.408018  0
9  5.02765e-27  -7.62758  3.86147  0  -0.153543  -0.30011  0
10  5.02765e-27  -6.45863  -0.979112  0  0.0805537  -0.39137  0
11  5.02765e-27  4.4251  -5.28198  0  0.312352  0.217109  0
